Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
125,Spectrogram 1,1,544.087565324,544.384594976,2966.292,4044.944,0.297,1078.652,-59.61,2.225,3375.0,3937.5,3000.0,3375.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.297029651999992,val,220224
126,Spectrogram 1,1,544.9415255719999,545.176674046,3971.223,4920.863,0.2351,949.64,-51.21,1.886,4500.0,4875.0,4125.0,4875.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.2351484740000842,train,220224
127,Spectrogram 1,1,549.498069502,549.727029859,3235.955,4449.438,0.2289999999999999,1213.483,-60.43,2.563,3750.0,4312.5,3375.0,3375.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.2289603570000054,val,220224
128,Spectrogram 1,1,550.259207984,550.525297047,4314.607,5528.09,0.2661,1213.483,-49.6,1.844,4875.0,5437.5,4687.5,4875.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.2660890629999812,train,220224
129,Spectrogram 1,1,558.346160018,558.643189669,3101.1240000000007,4044.944,0.297,943.82,-50.47,2.035,3375.0,3937.5,3187.5,3937.5,N,220224_0102,14.242272633,595.934373415,annotations,1,0.2970296510000025,val,220224
130,Spectrogram 1,1,559.472397446,559.701357802,4044.944,5123.596,0.2289999999999999,1078.652,-52.78,2.085,4687.5,4875.0,4125.0,4687.5,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.228960356000016,train,220224
131,Spectrogram 1,1,564.778406736,565.038307681,2696.629000000001,4044.944,0.2599,1348.315,-46.1,1.558,3375.0,3562.5,2812.5,3375.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.2599009450000267,train,220224
132,Spectrogram 1,1,566.356243729,566.51713479,4314.607,5258.427,0.1609,943.82,-54.49,1.76,4875.0,5250.0,4500.0,4875.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.1608910610000293,val,220224
133,Spectrogram 1,1,574.029378503,574.196457682,3101.1240000000007,4179.775,0.1671,1078.651,-54.29,1.794,3375.0,4125.0,3375.0,3375.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.1670791789999839,val,220224
134,Spectrogram 1,1,574.697695219,574.852398162,3775.281,5662.920999999999,0.1547,1887.64,-55.41,1.978,4500.0,4875.0,4500.0,4500.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.1547029429999611,val,220224
135,Spectrogram 1,1,579.687710285,579.8919181709999,3101.1240000000007,4179.775,0.2042,1078.651,-61.7,2.19,3562.5,4125.0,3187.5,3375.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.2042078859999492,train,220224
136,Spectrogram 1,1,586.22540458,586.411048113,4449.438,5258.427,0.1856,808.9889999999998,-49.5,1.878,4687.5,5062.5,4687.5,4687.5,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.1856435329999612,val,220224
137,Spectrogram 1,1,587.227879654,587.463028128,2831.461,4584.27,0.2351,1752.809,-52.04,1.589,3375.0,4500.0,3000.0,3375.0,N,220224_0102,14.242272633,595.934373415,annotations,1,0.2351484739999705,val,220224
138,Spectrogram 1,1,594.684373632,595.049472579,2696.629000000001,4044.944,0.3651,1348.315,-47.13,1.567,3375.0,3750.0,2812.5,3375.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.3650989470000922,train,220224
139,Spectrogram 1,1,595.736353648,595.934373415,3910.112,5393.258000000002,0.198,1483.146,-58.28,2.374,4687.5,5062.5,3937.5,4875.0,Y,220224_0102,14.242272633,595.934373415,annotations,1,0.1980197670000052,train,220224
1,Spectrogram 1,1,249.03596239900003,249.183021197,3505.618,4179.775,0.1471,674.1569999999998,-56.06,1.973,3937.5,4125.0,3562.5,3562.5,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.1470587979999891,val,220224
2,Spectrogram 1,1,376.535676997,376.756265194,3977.528,4651.685,0.2206,674.1569999999998,-61.51,1.577,4312.5,4500.0,4125.0,4500.0,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.2205881970000405,train,220224
3,Spectrogram 1,1,378.969500103,379.1900883,3235.955,4179.775,0.2206,943.82,-52.49,1.957,3562.5,4125.0,3375.0,3562.5,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.2205881969999836,train,220224
4,Spectrogram 1,1,440.561038502,440.744862,3101.1240000000007,4179.775,0.1838,1078.651,-52.34,2.151,3750.0,4125.0,3375.0,3750.0,Y,220224_0103,249.03596239900003,556.492073367,annotations,1,0.1838234980000379,train,220224
5,Spectrogram 1,1,450.918001612,451.05035453,3101.1240000000007,4179.775,0.1324,1078.651,-50.94,1.58,3750.0,4125.0,3750.0,3750.0,Y,220224_0103,249.03596239900003,556.492073367,annotations,1,0.1323529180000378,train,220224
6,Spectrogram 1,1,452.668780838,452.874663156,4988.764,5932.584,0.2059,943.82,-55.91,2.261,5437.5,5812.5,5062.5,5062.5,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.2058823179999649,val,220224
7,Spectrogram 1,1,497.418800226,497.624682543,4314.607,4853.933,0.2059,539.326,-59.06,0.986,4687.5,4687.5,4500.0,4687.5,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.2058823170000323,val,220224
8,Spectrogram 1,1,537.115194128,537.291664685,4719.101,5662.920999999999,0.1765,943.82,-53.28,1.988,5062.5,5625.0,4875.0,5250.0,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.176470557000016,val,220224
9,Spectrogram 1,1,556.30089693,556.492073367,4719.101,5528.09,0.1912,808.9889999999998,-52.97,1.8,5250.0,5437.5,4875.0,5437.5,N,220224_0103,249.03596239900003,556.492073367,annotations,1,0.1911764369999673,val,220224
1,Spectrogram 1,1,75.089473998,75.302709256,4044.944,4988.764,0.2132,943.82,-54.96,2.114,4687.5,4875.0,4125.0,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2132352579999974,train,220224
2,Spectrogram 1,1,80.88359064,81.096825897,3370.7870000000007,4179.775,0.2132,808.988,-60.15,2.302,3750.0,4125.0,3375.0,4125.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.213235257000008,train,220224
3,Spectrogram 1,1,90.068356241,90.274238558,6202.246999999999,6876.404,0.2059,674.1569999999998,-59.74,1.287,6750.0,6750.0,6375.0,6750.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823169999897,train,220224
4,Spectrogram 1,1,90.950709029,91.097767827,4179.775,5258.427,0.1471,1078.652,-46.0,2.449,4687.5,5250.0,4312.5,4875.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587980000175,val,220224
5,Spectrogram 1,1,94.671296618,94.833061296,4179.775,5258.427,0.1618,1078.652,-50.18,1.551,4687.5,4875.0,4500.0,4687.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1617646780000114,train,220224
6,Spectrogram 1,1,96.768073107,96.937190725,4179.775,4719.101,0.1691,539.326,-54.79,1.354,4500.0,4687.5,4312.5,4312.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176179999871,val,220224
7,Spectrogram 1,1,99.054837416,99.268072673,4179.775,4988.764,0.2132,808.9889999999998,-47.74,1.985,4687.5,4875.0,4312.5,4875.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2132352569999938,train,220224
8,Spectrogram 1,1,101.713357196,101.911886573,3910.112,4988.764,0.1985,1078.652,-42.58,1.365,4500.0,4500.0,4312.5,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1985293769999856,val,220224
9,Spectrogram 1,1,106.096076645,106.235782503,3505.618,4179.775,0.1397,674.1569999999998,-63.69,1.653,3562.5,4125.0,3562.5,3562.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1397058579999992,val,220224
10,Spectrogram 1,1,106.360782481,106.493135399,3910.112,4449.438,0.1324,539.326,-49.55,0.631,4312.5,4312.5,4125.0,4312.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1323529179999951,train,220224
11,Spectrogram 1,1,109.36829304,109.588881237,4179.775,4719.101,0.2206,539.326,-48.76,1.497,4500.0,4687.5,4312.5,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2205881970000121,val,220224
12,Spectrogram 1,1,110.802116321,110.941822179,2966.292,3505.618,0.1397,539.326,-59.6,0.799,3375.0,3375.0,3000.0,3375.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1397058579999992,train,220224
13,Spectrogram 1,1,112.735939514,112.897704192,4044.944,5123.596,0.1618,1078.652,-57.52,2.119,4500.0,5062.5,4125.0,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1617646780000114,train,220224
14,Spectrogram 1,1,117.079862823,117.28574514,4179.775,4988.764,0.2059,808.9889999999998,-49.06,1.548,4500.0,4875.0,4312.5,4312.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823170000039,train,220224
15,Spectrogram 1,1,117.660745075,117.910745032,2696.629000000001,3775.281,0.25,1078.652,-52.57,1.865,3375.0,3562.5,3000.0,3187.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2499999570000142,train,220224
16,Spectrogram 1,1,121.616186832,121.80736327,4044.944,5123.596,0.1912,1078.652,-50.3,1.905,4687.5,5062.5,4500.0,5062.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1911764379999852,val,220224
17,Spectrogram 1,1,126.248538969,126.491185986,3910.112,4719.101,0.2426,808.9889999999998,-41.65,1.536,4500.0,4687.5,4312.5,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2426470170000101,train,220224
18,Spectrogram 1,1,139.172514352,139.34163197,3910.112,4719.101,0.1691,808.9889999999998,-43.77,2.0380000000000003,4312.5,4687.5,4125.0,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176180000013,val,220224
19,Spectrogram 1,1,143.52545477299998,143.75339591,2831.461,3910.112,0.2279,1078.651,-27.87,1.269,3562.5,3562.5,3375.0,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2279411370000161,val,220224
20,Spectrogram 1,1,144.30395587799998,144.509838195,3775.281,4584.27,0.2059,808.9889999999998,-41.26,1.846,4125.0,4500.0,3937.5,3937.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823170000039,train,220224
21,Spectrogram 1,1,160.389795407,160.529501265,4179.775,4853.933,0.1397,674.158,-46.57,1.483,4500.0,4687.5,4312.5,4687.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.139705857999985,train,220224
22,Spectrogram 1,1,169.117811724,169.301635221,4719.101,5528.09,0.1838,808.9889999999998,-61.21,1.988,5062.5,5437.5,4875.0,5062.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1838234969999916,val,220224
23,Spectrogram 1,1,175.54222315799996,175.733399595,2831.461,3775.281,0.1912,943.82,-44.91,1.806,3375.0,3562.5,3000.0,3562.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1911764370000241,train,220224
24,Spectrogram 1,1,176.395164186,176.608399443,4449.438,5528.09,0.2132,1078.652,-49.17,2.101,4875.0,5250.0,4500.0,4875.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.213235257000008,train,220224
25,Spectrogram 1,1,200.80368551900003,200.994861956,2966.292,4179.775,0.1912,1213.483,-56.03,2.154,3562.5,4125.0,3000.0,4125.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1911764369999673,train,220224
26,Spectrogram 1,1,203.69999785,203.832350768,4449.438,5123.596,0.1324,674.158,-51.89,1.834,4875.0,5062.5,4500.0,5062.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1323529180000093,val,220224
27,Spectrogram 1,1,206.141173897,206.36176209400003,2966.292,3910.112,0.2206,943.82,-48.27,1.445,3562.5,3562.5,3375.0,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2205881970000121,val,220224
28,Spectrogram 1,1,207.295585461,207.40587956,3775.281,4719.101,0.1103,943.82,-45.5,1.711,4312.5,4687.5,4125.0,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1102940990000149,train,220224
29,Spectrogram 1,1,212.403777345,212.506718503,4044.944,5123.596,0.1029,1078.652,-51.73,2.5660000000000003,4500.0,5062.5,4125.0,4125.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.102941157999993,train,220224
30,Spectrogram 1,1,271.208883821,271.422119078,2966.292,3640.449,0.2132,674.1569999999998,-35.18,0.996,3562.5,3562.5,3375.0,3562.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.213235257000008,val,220224
31,Spectrogram 1,1,276.21582475400004,276.333471793,4584.27,5258.427,0.1176,674.1569999999998,-51.89,1.511,4687.5,4875.0,4687.5,4875.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1176470389999622,train,220224
32,Spectrogram 1,1,277.054059903,277.223177521,3101.1240000000007,4179.775,0.1691,1078.651,-49.43,1.4580000000000002,3562.5,3750.0,3375.0,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176179999729,val,220224
33,Spectrogram 1,1,279.201118354,279.348177152,3910.112,4719.101,0.1471,808.9889999999998,-39.7,1.643,4500.0,4687.5,3937.5,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587979999891,train,220224
34,Spectrogram 1,1,281.868896241,282.045366798,4314.607,5258.427,0.1765,943.82,-47.32,2.096,4687.5,5250.0,4500.0,5250.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.176470557000016,val,220224
35,Spectrogram 1,1,286.118895503,286.31742488,4179.775,5258.427,0.1985,1078.652,-50.16,2.211,4500.0,5250.0,4312.5,5062.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1985293769999998,val,220224
36,Spectrogram 1,1,289.859681708,290.006740506,5932.584,6876.404,0.1471,943.82,-63.31,1.606,6750.0,6750.0,6375.0,6750.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587979999891,val,220224
37,Spectrogram 1,1,290.580269818,290.734681556,3775.281,4988.764,0.1544,1213.483,-54.78,1.95,4500.0,4875.0,3937.5,4687.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1544117380000216,val,220224
38,Spectrogram 1,1,293.977328052,294.190563309,4044.944,5258.427,0.2132,1213.483,-55.4,2.77,4687.5,5250.0,4125.0,5250.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.213235257000008,val,220224
39,Spectrogram 1,1,295.234680775,295.447916032,2831.461,3775.281,0.2132,943.82,-51.52,2.242,3375.0,3750.0,3000.0,3000.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.213235257000008,train,220224
40,Spectrogram 1,1,296.193278189,296.355042867,3910.112,4853.933,0.1618,943.821,-59.4,1.978,4500.0,4687.5,3937.5,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1617646779999972,val,220224
41,Spectrogram 1,1,300.036764699,300.132352918,4179.775,4853.933,0.0956,674.158,-54.15,1.19,4687.5,4687.5,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.0955882189999783,train,220224
42,Spectrogram 1,1,300.838235149,301.044117466,2696.629000000001,3775.281,0.2059,1078.652,-52.03,2.452,3375.0,3750.0,2812.5,2812.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823169999755,train,220224
43,Spectrogram 1,1,302.22058785,302.389705467,3775.281,4719.101,0.1691,943.82,-52.45,1.909,4500.0,4687.5,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176169999835,train,220224
44,Spectrogram 1,1,305.970587199,306.095587177,4449.438,5123.596,0.125,674.158,-52.34,1.366,4687.5,4687.5,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1249999780000052,val,220224
45,Spectrogram 1,1,306.198528336,306.367645953,2696.629000000001,3370.7870000000007,0.1691,674.158,-58.32,1.4409999999999998,3187.5,3187.5,2812.5,3000.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176169999835,val,220224
46,Spectrogram 1,1,310.57226769,310.748738248,2831.461,3775.281,0.1765,943.82,-58.99,1.72,3562.5,3750.0,3187.5,3375.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1764705580000054,train,220224
47,Spectrogram 1,1,311.41785577900004,311.586973397,4314.607,5258.427,0.1691,943.82,-55.39,2.232,4687.5,5250.0,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1691176179999729,val,220224
48,Spectrogram 1,1,317.719620023,317.94756116,2696.629000000001,3910.112,0.2279,1213.483,-59.34,2.402,3375.0,3750.0,3000.0,3187.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.2279411370000161,val,220224
49,Spectrogram 1,1,318.513737532,318.65344339,3910.112,4584.27,0.1397,674.158,-58.83,1.5519999999999998,4500.0,4500.0,3937.5,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1397058580000134,train,220224
50,Spectrogram 1,1,327.686748535,327.826454393,3910.112,5123.596,0.1397,1213.484,-46.14,2.701,4500.0,5062.5,3937.5,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1397058580000134,train,220224
51,Spectrogram 1,1,329.120571815,329.370571772,3021.583,3971.223,0.25,949.64,-45.66,1.372,3562.5,3562.5,3375.0,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.249999957,train,220224
52,Spectrogram 1,1,330.04704224200003,330.19410104,4179.775,4988.764,0.1471,808.9889999999998,-43.08,1.988,4687.5,4875.0,4312.5,4875.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587979999891,train,220224
53,Spectrogram 1,1,336.321485062,336.49795561900004,3775.281,4853.933,0.1765,1078.652,-54.83,1.589,4500.0,4687.5,3937.5,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.176470557000016,train,220224
54,Spectrogram 1,1,345.194339701,345.348751439,4584.27,5797.7530000000015,0.1544,1213.483,-57.79,1.966,4687.5,5437.5,4687.5,4687.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1544117380000216,train,220224
55,Spectrogram 1,1,351.394793101,351.585969539,4449.438,5258.427,0.1912,808.9889999999998,-46.47,2.133,4687.5,5250.0,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1911764380000136,train,220224
56,Spectrogram 1,1,363.042069106,363.247951423,4179.775,4988.764,0.2059,808.9889999999998,-46.09,1.719,4500.0,4875.0,4312.5,4687.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823170000323,val,220224
57,Spectrogram 1,1,372.026080576,372.173139374,4314.607,5393.258000000002,0.1471,1078.651,-51.99,2.144,4687.5,5250.0,4500.0,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587980000459,train,220224
58,Spectrogram 1,1,375.637260737,375.784319535,4449.438,5258.427,0.1471,808.9889999999998,-48.15,2.261,4687.5,5250.0,4500.0,5250.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587980000459,val,220224
59,Spectrogram 1,1,429.349524598,429.533348096,4314.607,5123.596,0.1838,808.9889999999998,-53.65,1.96,4687.5,5062.5,4500.0,4687.5,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1838234979999811,val,220224
60,Spectrogram 1,1,435.38662592300005,435.541037661,4179.775,5258.427,0.1544,1078.652,-49.48,1.574,4500.0,5250.0,4312.5,4500.0,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.1544117379999079,val,220224
61,Spectrogram 1,1,565.917524253,566.12340657,2966.292,3910.112,0.2059,943.82,-51.99,1.523,3562.5,3562.5,3187.5,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.2058823170000323,val,220224
62,Spectrogram 1,1,566.352911994,566.529382552,4044.944,5258.427,0.1765,1213.483,-57.08,2.506,4875.0,5250.0,4312.5,4500.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1764705580000054,val,220224
63,Spectrogram 1,1,574.0816826619999,574.301155838,2848.921,3884.892,0.2195,1035.971,-42.46,1.283,3562.5,3562.5,3375.0,3562.5,Y,220224_0104,75.089473998,590.85390009,annotations,1,0.219473176000065,val,220224
64,Spectrogram 1,1,590.7068412919999,590.85390009,2696.629000000001,3640.449,0.1471,943.82,-57.46,1.597,3375.0,3562.5,2812.5,3375.0,N,220224_0104,75.089473998,590.85390009,annotations,1,0.1470587980001028,val,220224
1,Spectrogram 1,1,16.938526557,17.129702994000002,4461.538,5076.923,0.1912,615.385,-55.39,1.548,4687.5,5062.5,4500.0,4687.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.1911764370000028,train,220225
2,Spectrogram 1,1,18.19587928,18.499789954,3076.923,4307.692,0.3039,1230.769,-59.61,2.44,3750.0,4125.0,3187.5,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3039106740000008,train,220225
3,Spectrogram 1,1,22.949700323,23.1849944,4000.0,4615.385,0.2353,615.385,-56.0,1.565,4312.5,4500.0,4125.0,4125.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940769999989,train,220225
4,Spectrogram 1,1,26.214405638,26.537934994,2923.077,3846.154000000002,0.3235,923.077,-45.38,1.885,3562.5,3750.0,3000.0,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3235293559999981,train,220225
5,Spectrogram 1,1,31.17389168,31.487026224,2923.077,4316.547000000001,0.3131,1393.47,-49.9,1.873,3562.5,4312.5,3187.5,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3131345440000004,train,220225
6,Spectrogram 1,1,32.612571858,32.862571815,4000.0,4769.231,0.25,769.2310000000001,-56.46,1.749,4500.0,4687.5,4125.0,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.249999957,train,220225
7,Spectrogram 1,1,36.985476212,37.338585379,3076.923,4000.0,0.3531,923.077,-51.0,2.127,3750.0,3937.5,3187.5,3375.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3531091670000066,train,220225
8,Spectrogram 1,1,41.06470284,41.425304877,2848.921,4153.846,0.3606,1304.925,-53.87,1.963,3750.0,4125.0,3187.5,3750.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3606020369999925,val,220225
9,Spectrogram 1,1,41.976467388,42.270584984,4307.692,5384.615,0.2941,1076.923,-56.4,2.321,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2941175959999995,val,220225
10,Spectrogram 1,1,48.411393228,48.661393184,3692.308,4615.385,0.25,923.077,-55.5,1.804,3937.5,4500.0,3750.0,3937.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2499999559999964,val,220225
11,Spectrogram 1,1,49.029040179,49.285917381,4153.846,5007.194,0.2569,853.3480000000002,-51.09,1.619,4500.0,4875.0,4312.5,4500.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2568772020000054,val,220225
12,Spectrogram 1,1,54.72243945,54.965086466,4307.692,4923.077,0.2426,615.385,-51.92,1.654,4687.5,4875.0,4500.0,4875.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470159999993,train,220225
13,Spectrogram 1,1,55.185674663,55.487145199,3538.462,4153.846,0.3015,615.384,-53.78,1.707,3750.0,4125.0,3562.5,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3014705359999965,train,220225
14,Spectrogram 1,1,61.021281194,61.249222331000006,3384.615,4153.846,0.2279,769.2310000000001,-59.8,1.95,3750.0,4125.0,3562.5,3562.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.227941137000009,val,220225
15,Spectrogram 1,1,61.844810463,62.05069278,4461.538,5076.923,0.2059,615.385,-57.13,1.641,4687.5,5062.5,4500.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2058823169999968,train,220225
16,Spectrogram 1,1,67.092353086,67.305588343,3384.615,3846.154000000002,0.2132,461.539,-51.71,0.952,3750.0,3750.0,3562.5,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2132352569999938,val,220225
17,Spectrogram 1,1,71.158790076,71.510233634,2935.252,4153.846,0.3514,1218.594,-48.5,1.975,3750.0,4125.0,3000.0,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3514435579999997,train,220225
18,Spectrogram 1,1,76.92220840600001,77.120737783,4153.846,4769.231,0.1985,615.385,-55.0,1.367,4687.5,4687.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1985293769999856,val,220225
19,Spectrogram 1,1,77.664855336,77.958972932,3230.769,4307.692,0.2941,1076.923,-52.33,1.601,3750.0,4125.0,3375.0,3750.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2941175959999924,train,220225
20,Spectrogram 1,1,83.124856267,83.286620945,4153.846,5076.923,0.1618,923.077,-54.91,1.923,4500.0,5062.5,4312.5,4312.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.1617646779999972,val,220225
21,Spectrogram 1,1,83.499856202,83.720444399,3384.615,4307.692,0.2206,923.077,-38.11,1.924,3750.0,4125.0,3562.5,3937.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2205881969999978,val,220225
22,Spectrogram 1,1,90.696387757,90.961093593,3538.462,3846.154000000002,0.2647,307.692,-59.78,0.922,3750.0,3750.0,3562.5,3750.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2647058359999761,val,220225
23,Spectrogram 1,1,93.27829699,93.506238126,1230.769,1692.308,0.2279,461.539,-56.34,1.541,1500.0,1687.5,1312.5,1312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2279411359999983,train,220225
24,Spectrogram 1,1,97.145943377,97.381237454,1230.769,2153.846,0.2353,923.077,-63.14,2.279,1500.0,2062.5,1312.5,1312.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2352940769999918,val,220225
25,Spectrogram 1,1,99.903148558,100.229607976,2503.597,4143.885,0.3265,1640.2879999999998,-47.09,2.108,3375.0,4125.0,2812.5,3562.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3264594179999989,train,220225
26,Spectrogram 1,1,104.948241771,105.321338249,2935.252,4307.692,0.3731,1372.44,-47.71,2.364,3750.0,3937.5,3375.0,3750.0,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3730964779999937,val,220225
27,Spectrogram 1,1,105.782712019,106.102509,3971.223,5076.923,0.3198,1105.7,-50.41,2.043,4687.5,5062.5,4125.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.3197969809999961,val,220225
28,Spectrogram 1,1,110.974417463,111.289357547,2503.597,4230.215999999999,0.3149,1726.619,-44.04,2.387,3750.0,3937.5,3000.0,3187.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.314940084000014,train,220225
29,Spectrogram 1,1,117.608796304,117.866149201,3538.462,4000.0,0.2574,461.538,-52.2,1.574,3750.0,3937.5,3562.5,3937.5,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2573528970000041,val,220225
30,Spectrogram 1,1,118.285266775,118.527913792,4153.846,5384.615,0.2426,1230.769,-50.54,2.062,4687.5,5062.5,4312.5,4500.0,N,220225_0105,16.938526557,600.986650538,annotations,1,0.2426470170000101,val,220225
31,Spectrogram 1,1,121.242951532,121.500449102,4316.547000000001,5538.462,0.2575,1221.915,-51.46,2.356,4687.5,5437.5,4500.0,4687.5,Y,220225_0105,16.938526557,600.986650538,annotations,1,0.2574975699999982,val,220225
