Selection,View,Channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Center Time (s),Delta Freq (Hz),Delta Time (s),Peak Freq (Hz),Peak Power (dB),Begin Clock Time,Begin Date,Begin Date Time,Begin Hour,End Clock Time,ManateeVocal,SNR,Type of call,NLP,>20kHz,Subharmonic,Sideband,Deterministic Chaos,Biphonal,Frequency Jump,Comments,Tonal,Type,No. harm,Notes,filename,StartMicInWater,EndMicInWater,filepath,>22kHz,MANATEE,label,call_length
160,Spectrogram 1,1,2926.247,2926.438,9513.2,12818.6,2926.363,3305.4,0.191,11250.0,28.8,2926.2470000000003,,2926.2470000000003,0.0,2926.438,U,,,,,,,,,,manatee?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.1910000000002583
161,Spectrogram 1,1,2947.636,2947.959,2109.3,23541.1,2947.789,21431.8,0.32299999999999995,8343.8,39.5,2947.636,,2947.636,0.0,2947.9590000000003,Y,M,,y,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.3229999999998654
162,Spectrogram 1,1,2949.351,2949.599,3591.4,19439.4,2949.4320000000002,15848.0,0.248,3843.8,54.7,2949.3509999999997,,2949.3509999999997,0.0,2949.599,Y,L,,,,,,,,,squeak?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.2480000000000473
163,Spectrogram 1,1,2994.274,2994.322,7062.1,7844.4,2994.301,782.3,0.048,7593.8,23.9,2994.2740000000003,,2994.2740000000003,0.0,2994.322,N,L,BB,,,,,,,,,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.04800000000022919
164,Spectrogram 1,1,2994.405,2994.439,10017.4,25880.4,2994.405,15863.0,0.034,11812.5,37.6,2994.405,,2994.405,0.0,2994.4390000000003,Y,L,,,,,,,,,,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.033999999999650754
165,Spectrogram 1,1,2994.973,2995.113,15391.9,19724.5,2995.0370000000003,4332.6,0.14,15468.8,31.0,2994.973,,2994.973,0.0,2995.113,Y,L,,,,,,,,,squeak?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13999999999987267
166,Spectrogram 1,1,2999.311,2999.54,7696.0,11857.5,2999.384,4161.5,0.22899999999999998,7781.2,35.1,2999.3109999999997,,2999.3109999999997,0.0,2999.54,Y,H,,,,,,,,,whine?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.22899999999981446
167,Spectrogram 1,1,3016.41,3016.574,3818.2,10169.5,3016.539,6351.3,0.16399999999999998,7781.2,40.9,3016.41,,3016.41,0.0,3016.574,Y,L,,y?,,,,,,,squeak-messy,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.16400000000021464
168,Spectrogram 1,1,3017.302,3017.51,3021.8,11854.7,3017.435,8832.9,0.20800000000000002,5906.2,38.3,3017.302,,3017.302,0.0,3017.51,Y,M,,n?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.20800000000008367
169,Spectrogram 1,1,3019.6,3019.791,3393.9,10242.4,3019.7729999999997,6848.5,0.191,3468.8,48.4,3019.6,,3019.6,0.0,3019.7909999999997,Y,M,,y?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1910000000002583
170,Spectrogram 1,1,3022.088,3022.259,3454.5,13575.8,3022.0959999999995,10121.3,0.171,8718.8,46.6,3022.0879999999997,,3022.0879999999997,0.0,3022.259,Y,L,,,,,,,,,screech-messy?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.17099999999982174
171,Spectrogram 1,1,3022.446,3022.697,1818.2,37540.9,3022.688,35722.7,0.251,1875.0,63.7,3022.446,,3022.446,0.0,3022.697,Y,H,,y-bifurcation,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.2510000000002037
172,Spectrogram 1,1,3028.436,3028.671,2303.0,16775.5,3028.507,14472.5,0.235,7125.0,54.1,3028.4359999999997,,3028.4359999999997,0.0,3028.671,Y,M,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.23499999999967258
173,Spectrogram 1,1,3034.642,3034.862,1971.3,15995.2,3034.7870000000003,14023.9,0.22,12000.0,41.9,3034.6420000000003,,3034.6420000000003,0.0,3034.862,Y,H,,,,,,,,,screech?-messy,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.22000000000025466
174,Spectrogram 1,1,3040.684,3040.876,2730.9,15030.3,3040.757,12299.4,0.192,8906.2,40.0,3040.684,,3040.684,0.0,3040.8759999999997,Y,H,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.19200000000000728
175,Spectrogram 1,1,3041.75,3041.935,2730.9,14545.5,3041.837,11814.6,0.185,5437.5,35.6,3041.75,,3041.75,0.0,3041.935,Y,M,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18499999999994543
176,Spectrogram 1,1,3041.988,3042.112,6666.7,13697.0,3042.0609999999997,7030.3,0.124,8062.5,42.0,3041.988,,3041.988,0.0,3042.112,Y,L,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12400000000025102
177,Spectrogram 1,1,3048.676,3048.878,2424.2,25090.9,3048.797,22666.7,0.20199999999999999,9093.8,49.1,3048.676,,3048.676,0.0,3048.8779999999997,Y,H,,y-bifurcation,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.20200000000022555
178,Spectrogram 1,1,3053.588,3053.776,2828.4,18726.1,3053.776,15897.7,0.188,11812.5,52.2,3053.5879999999997,,3053.5879999999997,0.0,3053.776,Y,L,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18799999999964712
179,Spectrogram 1,1,3058.861,3059.105,2399.9,21066.9,3058.995,18667.0,0.244,6562.5,44.2,3058.861,,3058.861,0.0,3059.105,Y,L,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.24400000000014188
180,Spectrogram 1,1,3059.832,3060.045,1799.9,23484.5,3060.0290000000005,21684.6,0.213,2812.5,58.2,3059.8320000000003,,3059.8320000000003,0.0,3060.045,Y,H,,y-bi,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.2130000000001928
181,Spectrogram 1,1,3062.262,3062.46,2228.5,18856.2,3062.3390000000004,16627.7,0.198,3281.2,51.7,3062.262,,3062.262,0.0,3062.46,Y,H,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1979999999998654
182,Spectrogram 1,1,3068.684,3068.89,1950.6,19896.5,3068.704,17945.9,0.20600000000000002,3187.5,48.1,3068.684,,3068.684,0.0,3068.89,Y,H,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.20599999999967622
183,Spectrogram 1,1,3069.579,3069.81,2855.3,36614.6,3069.6929999999998,33759.3,0.231,7125.0,49.0,3069.579,,3069.579,0.0,3069.81,Y,H,,y-bi,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.23099999999976717
184,Spectrogram 1,1,3107.304,3107.726,6413.2,17945.9,3107.485,11532.7,0.42200000000000004,8343.8,36.8,3107.304,,3107.304,0.0,3107.7259999999997,Y,L,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.42200000000002547
185,Spectrogram 1,1,3113.177,3113.494,5344.4,25059.1,3113.4509999999996,19714.7,0.317,7593.8,45.2,3113.177,,3113.177,0.0,3113.494,Y,M,,y-bi,,,,,,,squeak or screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.3170000000000073
186,Spectrogram 1,1,3132.58,3132.843,3359.1,15995.2,3132.68,12636.1,0.263,14812.5,50.2,3132.58,,3132.58,0.0,3132.843,Y,H,,y-ni,,,,,,,screech or squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.26299999999991996
187,Spectrogram 1,1,3242.834,3243.088,5962.5,9069.7,3243.045,3107.2,0.254,7312.5,39.6,3242.8340000000003,,3242.8340000000003,0.0,3243.0879999999997,Y,M,,,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.25400000000036016
188,Spectrogram 1,1,3249.044,3249.163,7306.1,12176.9,3249.075,4870.8,0.11900000000000001,11250.0,39.4,3249.0440000000003,,3249.0440000000003,0.0,3249.163,Y,L,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11900000000014188
189,Spectrogram 1,1,3258.817,3263.752,0.0,20676.8,3261.28,20676.8,4.935,93.8,82.5,3258.817,,3258.817,0.0,3263.752,,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,4.934999999999945
191,Spectrogram 1,1,3263.981,3266.304,0.0,70410.6,3265.133,70410.6,2.323,93.8,82.7,3263.9809999999998,,3263.9809999999998,0.0,3266.304,,,,,,,,,,,start feeding,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,2.3229999999998654
192,Spectrogram 1,1,3295.39,3295.512,6802.3,16385.4,3295.475,9583.1,0.122,12937.5,43.8,3295.39,,3295.39,0.0,3295.512,Y,L,,,,,,,,,squeak-messy?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12200000000029831
193,Spectrogram 1,1,3295.925,3296.231,1091.7,44180.0,3296.0690000000004,43088.3,0.306,7406.2,54.4,3295.925,,3295.925,0.0,3296.2309999999998,Y,H,,y-bi,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.30600000000004
194,Spectrogram 1,1,3299.517,3300.042,1175.7,10413.3,3300.0159999999996,9237.6,0.525,4312.5,53.4,3299.5170000000003,,3299.5170000000003,0.0,3300.042,U,,,,,,,,,,moving?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.525000000000091
195,Spectrogram 1,1,3319.745,3320.054,6886.2,17047.6,3320.045,10161.4,0.309,11250.0,47.7,3319.745,,3319.745,0.0,3320.054,U,M,,,,,,,,,whine/squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.30900000000019645
196,Spectrogram 1,1,3320.284,3328.08,0.0,11313.7,3324.184,11313.7,7.796,93.8,83.6,3320.284,,3320.284,0.0,3328.08,U,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,7.795999999999822
198,Spectrogram 1,1,3350.551,3350.673,1610.6,13264.3,3350.611,11653.7,0.122,2718.8,43.4,3350.551,,3350.551,0.0,3350.673,U,,,,,,,,,,squeak/chirp?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.12199999999984357
199,Spectrogram 1,1,3351.528,3351.704,1974.1,14824.9,3351.632,12850.8,0.17600000000000002,4125.0,46.9,3351.528,,3351.528,0.0,3351.704,Y,H,,,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.17600000000038563
200,Spectrogram 1,1,3383.1,3383.289,2201.8,21183.3,3383.16,18981.5,0.18899999999999997,13968.8,46.1,3383.1,,3383.1,0.0,3383.289,Y,M,,y?,,,,,,,squeak/trill?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1890000000003056
201,Spectrogram 1,1,3384.095,3384.36,4840.0,24200.0,3384.1679999999997,19360.0,0.265,13968.8,45.2,3384.095,,3384.095,0.0,3384.36,Y,M,,y?,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.2650000000003274
202,Spectrogram 1,1,3393.98,3394.191,2654.2,15769.0,3394.093,13114.8,0.21100000000000002,9093.8,43.0,3393.98,,3393.98,0.0,3394.191,Y,H,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.21099999999978536
203,Spectrogram 1,1,3404.635,3404.802,2341.9,25358.3,3404.7870000000003,23016.4,0.16699999999999998,10781.2,53.9,3404.635,,3404.635,0.0,3404.802,Y,H,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.16699999999991633
204,Spectrogram 1,1,3420.422,3420.644,2185.8,36221.9,3420.5170000000003,34036.1,0.222,7312.5,51.1,3420.422,,3420.422,0.0,3420.6440000000002,Y,H,,y?,,,,,,,squeak?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.22199999999975262
205,Spectrogram 1,1,3482.583,3482.702,5308.4,15066.4,3482.688,9758.0,0.11900000000000001,5437.5,38.3,3482.583,,3482.583,0.0,3482.702,Y,L,,,,,,,,,squeak-faint,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11900000000014188
206,Spectrogram 1,1,3507.197,3507.445,2810.3,21847.2,3507.3070000000002,19036.9,0.248,2812.5,36.0,3507.197,,3507.197,0.0,3507.445,Y,L,,,,,,,,,screech(or creak()?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.2480000000000473
207,Spectrogram 1,1,3508.248,3508.492,2654.2,27244.5,3508.4190000000003,24590.3,0.244,12187.5,50.7,3508.248,,3508.248,0.0,3508.492,Y,H,,,,,,,,,screech? or squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.24400000000014188
208,Spectrogram 1,1,3513.211,3519.96,1170.4,4584.0,3519.368,3413.6,6.749,3562.5,71.9,3513.211,,3513.211,0.0,3519.96,U,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,6.749000000000251
209,Spectrogram 1,1,3539.134,3540.283,1717.4,5854.8,3539.7070000000003,4137.4,1.149,1968.8,64.3,3539.134,,3539.134,0.0,3540.283,U,,,,,,,,,,chewing?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,1.1489999999998872
210,Spectrogram 1,1,3553.321,3553.539,7900.1,9168.0,3553.421,1267.9,0.218,8625.0,42.0,3553.321,,3553.321,0.0,3553.539,Y,L,,,,,,,,,faint whine?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.21800000000030195
211,Spectrogram 1,1,3555.865,3562.796,975.3,4584.0,3556.325,3608.7,6.931,1406.2,80.5,3555.865,,3555.865,0.0,3562.796,U,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,6.93100000000004
212,Spectrogram 1,1,3573.184,3578.588,1072.9,6827.2,3575.9840000000004,5754.3,5.404,2531.2,71.4,3573.184,,3573.184,0.0,3578.5879999999997,U,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,5.403999999999996
213,Spectrogram 1,1,3586.001,3586.113,7802.6,14707.8,3586.035,6905.2,0.11199999999999999,12656.2,40.3,3586.0009999999997,,3586.0009999999997,0.0,3586.113,Y,H,,n?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11199999999962529
214,Spectrogram 1,1,3614.664,3614.863,1996.5,4392.4,3614.765,2395.9,0.19899999999999998,3750.0,50.3,3614.664,,3614.664,1.0,3614.863,U,,,,,,,,,,manatee or chewing?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.19899999999961437
215,Spectrogram 1,1,3618.993,3620.251,0.0,3194.5,3619.627,3194.5,1.258,93.8,83.4,3618.993,,3618.993,1.0,3620.2509999999997,U,,,,,,,,,,mechanical?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,1.2580000000002656
216,Spectrogram 1,1,3628.252,3628.366,5257.5,10115.8,3628.317,4858.3,0.114,7687.5,47.9,3628.252,,3628.252,1.0,3628.366,U,,,,,,,,,,faint squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.11400000000003274
217,Spectrogram 1,1,3653.058,3653.238,4388.9,12245.4,3653.1809999999996,7856.5,0.18,9937.5,41.1,3653.058,,3653.058,1.0,3653.238,Y,H,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1799999999998363
218,Spectrogram 1,1,3675.883,3676.075,8680.3,10917.6,3675.9570000000003,2237.3,0.192,8812.5,37.6,3675.883,,3675.883,1.0,3676.075,Y,L,,,,,,,,,whine,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.19200000000000728
219,Spectrogram 1,1,3680.657,3680.786,4658.6,15152.9,3680.7009999999996,10494.3,0.129,6656.2,34.7,3680.657,,3680.657,1.0,3680.7859999999996,Y,H,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1289999999999054
220,Spectrogram 1,1,3694.982,3695.183,9051.0,11713.0,3695.115,2662.0,0.201,9187.5,36.9,3694.982,,3694.982,1.0,3695.183,U,,,,,,,,,,whine?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.20100000000002183
221,Spectrogram 1,1,3695.825,3695.962,3858.8,12329.4,3695.8990000000003,8470.6,0.13699999999999998,11531.2,41.5,3695.825,,3695.825,1.0,3695.962,Y,M,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13700000000017099
222,Spectrogram 1,1,3703.065,3703.144,4894.1,20141.2,3703.1440000000002,15247.1,0.079,8250.0,49.0,3703.065,,3703.065,1.0,3703.1440000000002,U,,,,,,,,,,manatee?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.07899999999972351
223,Spectrogram 1,1,3703.562,3703.739,1411.8,12329.4,3703.645,10917.6,0.177,6656.2,43.2,3703.562,,3703.562,1.0,3703.739,Y,L,,,,,,,,,squeak-messy,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1770000000001346
224,Spectrogram 1,1,3703.836,3704.044,3482.4,26729.4,3703.947,23247.0,0.20800000000000002,5718.8,57.1,3703.836,,3703.836,1.0,3704.0440000000003,Y,M,,n?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.20800000000008367
225,Spectrogram 1,1,3713.705,3713.792,3294.1,6211.8,3713.7490000000003,2917.7,0.087,3562.5,27.6,3713.705,,3713.705,1.0,3713.792,Y,L,,,,,,,,,whine?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08699999999998909
226,Spectrogram 1,1,3720.025,3720.153,4510.2,12776.7,3720.085,8266.5,0.128,5906.2,42.3,3720.025,,3720.025,1.0,3720.153,Y,M,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12799999999970169
227,Spectrogram 1,1,3774.004,3774.11,2369.8,15441.7,3774.053,13071.9,0.106,3562.5,44.9,3774.0040000000004,,3774.0040000000004,1.0,3774.11,Y,L,,,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.10600000000022192
228,Spectrogram 1,1,3822.808,3823.193,1146.7,22378.4,3823.0,21231.7,0.385,2437.5,50.0,3822.808,,3822.808,1.0,3823.1929999999998,Y,H,,,,,,,,,trill,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.3850000000002183
229,Spectrogram 1,1,3872.169,3872.304,3603.8,13104.7,3872.243,9500.9,0.135,10968.8,28.5,3872.1690000000003,,3872.1690000000003,1.0,3872.304,Y,M,,,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13500000000021828
230,Spectrogram 1,1,3914.453,3914.594,5559.8,6949.8,3914.533,1390.0,0.141,5718.8,42.7,3914.453,,3914.453,1.0,3914.594,Y,M,,,,,,,,,whine?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1410000000000764
231,Spectrogram 1,1,3917.435,3917.528,3799.2,15845.6,3917.4959999999996,12046.4,0.09300000000000001,15281.2,44.3,3917.435,,3917.435,1.0,3917.528,Y,M,,,,,,,,,chew,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.0929999999998472
232,Spectrogram 1,1,3991.641,4012.854,195.4,26445.4,4002.317,26250.0,21.213,281.2,68.5,3991.6409999999996,,3991.6409999999996,1.0,4012.8540000000003,,,,,,,,,,,,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,21.212999999999738
235,Spectrogram 1,1,4015.129,4015.228,5504.0,12777.1,4015.1440000000002,7273.1,0.099,7500.0,42.7,4015.1290000000004,,4015.1290000000004,1.0,4015.228,Y,L,,,,,,,,,squeak-faint,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.09900000000016007
236,Spectrogram 1,1,4023.297,4023.456,2223.9,26078.3,4023.357,23854.4,0.159,7031.2,43.9,4023.297,,4023.297,1.0,4023.4559999999997,Y,H,,y?,,,,,,,screech or squeak-messy,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.1590000000001055
237,Spectrogram 1,1,4027.536,4027.818,5897.1,10193.1,4027.7009999999996,4296.0,0.282,6187.5,39.5,4027.5359999999996,,4027.5359999999996,1.0,4027.8179999999998,Y,M,,n?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.2820000000001528
238,Spectrogram 1,1,4087.105,4087.267,3891.9,16308.9,4087.195,12417.0,0.162,6562.5,32.6,4087.105,,4087.105,1.0,4087.2670000000003,Y,H,,n?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1619999999998072
239,Spectrogram 1,1,4096.22,4096.404,4062.5,16249.8,4096.288,12187.3,0.184,4875.0,38.5,4096.22,,4096.22,1.0,4096.404,Y,M,,y?-freq jump,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18400000000019645
240,Spectrogram 1,1,4151.756,4151.843,5281.9,13158.3,4151.795,7876.4,0.087,7781.2,51.9,4151.755999999999,,4151.755999999999,1.0,4151.843,Y,L,,,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08699999999953434
241,Spectrogram 1,1,4168.271,4168.468,4398.4,14874.6,4168.387,10476.2,0.19699999999999998,9187.5,41.8,4168.271,,4168.271,1.0,4168.468,Y,M,,n,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.19700000000011642
242,Spectrogram 1,1,4231.045,4231.183,5928.3,19506.0,4231.101,13577.7,0.138,12000.0,41.3,4231.045,,4231.045,1.0,4231.183,Y,L,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13799999999991996
243,Spectrogram 1,1,4236.08,4236.18,7649.4,15107.6,4236.123,7458.2,0.1,8531.2,40.5,4236.08,,4236.08,1.0,4236.18,Y,L,,,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1000000000003638
244,Spectrogram 1,1,4241.74,4241.987,4259.5,32127.5,4241.816,27868.0,0.247,5343.8,48.3,4241.74,,4241.74,1.0,4241.987,Y,M,,y?,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.24700000000029831
245,Spectrogram 1,1,4282.987,4283.356,780.3,23235.1,4283.229,22454.8,0.369,2343.8,46.4,4282.987,,4282.987,1.0,4283.356,Y,H,,,,,,,,,trill?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.36899999999968713
246,Spectrogram 1,1,4283.611,4288.003,1560.5,16678.0,4286.539000000001,15117.5,4.3919999999999995,2062.5,59.1,4283.611,,4283.611,1.0,4288.003,N,,,,,,,,,,chewing,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,4.391999999999825
247,Spectrogram 1,1,4294.881,4295.212,3059.8,27720.8,4294.997,24661.0,0.331,3093.8,56.7,4294.880999999999,,4294.880999999999,1.0,4295.212,Y,H,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.33100000000013097
248,Spectrogram 1,1,4296.529,4296.656,5408.9,8383.9,4296.563,2975.0,0.127,6093.8,42.2,4296.529,,4296.529,1.0,4296.656,Y,L,,,,,,,,,screech?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12699999999949796
249,Spectrogram 1,1,4297.558,4297.883,2163.6,51496.9,4297.704000000001,49333.3,0.325,2531.2,53.8,4297.558,,4297.558,1.0,4297.883,Y,H,,y-bi,,,,,,,screech,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.3249999999998181
250,Spectrogram 1,1,4301.536,4301.907,1284.6,34996.0,4301.736,33711.4,0.371,2625.0,52.7,4301.536,,4301.536,1.0,4301.907,Y,H,,,,,,,,,trill,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.3710000000000946
251,Spectrogram 1,1,4303.086,4303.882,0.0,27537.8,4303.499,27537.8,0.7959999999999999,93.8,82.2,4303.085999999999,,4303.085999999999,1.0,4303.8820000000005,U,,,,,,,,,,chewing?,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.795999999999367
252,Spectrogram 1,1,4304.013,4304.347,1529.9,44851.3,4304.112,43321.4,0.33399999999999996,3187.5,54.8,4304.013,,4304.013,1.0,4304.347,Y,H,,y-bi,,,,,,,squeak,,,,,170709232519,129.123,5353.357,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.33399999999983265
