Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length
91,Spectrogram 1,1,368.8407981,368.9952098,8615.385,9384.615,0.1544,769.23,-55.91,1.888,9000,9375,8812.5,9000,N,220225_0105,16.93852656,600.9866505,annotations,1,0.154411738
92,Spectrogram 1,1,370.0492369,370.3407978,3076.923,4000,0.2916,923.077,-45.38,1.673,3562.5,3937.5,3187.5,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.291560906
93,Spectrogram 1,1,373.1202091,373.370209,4000,5230.769,0.25,1230.769,-43.67,1.44,4500,4687.5,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.249999956
94,Spectrogram 1,1,379.5519902,379.7872843,4307.692,5384.615,0.2353,1076.923,-46.08,2.224,4500,5250,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.235294076
95,Spectrogram 1,1,380.2358136,380.559343,3076.923,3846.154,0.3235,769.231,-53.31,1.599,3562.5,3750,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.323529356
96,Spectrogram 1,1,387.1036897,387.3757485,4153.846,5076.923,0.2721,923.077,-53.07,1.827,4687.5,5062.5,4312.5,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.272058776
97,Spectrogram 1,1,394.7730363,395.0303892,3230.769,4153.846,0.2574,923.077,-60.06,1.979,3562.5,4125,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.257352897
98,Spectrogram 1,1,395.8802813,396.1082225,4769.231,5384.615,0.2279,615.384,-58.71,1.577,5062.5,5250,4875,5062.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.227941137
99,Spectrogram 1,1,399.3067513,399.5346925,4461.538,5384.615,0.2279,923.077,-62.02,2.183,4687.5,5250,4500,4500,N,220225_0105,16.93852656,600.9866505,annotations,1,0.227941137
100,Spectrogram 1,1,400.1670453,400.3949864,2244.604,4057.554,0.2279,1812.95,-37.1,2.208,3375,3937.5,2250,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.227941137
101,Spectrogram 1,1,405.5365574,405.7497926,4153.846,5384.615,0.2132,1230.769,-48.89,2.013,4687.5,5250,4500,4875,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.213235257
102,Spectrogram 1,1,409.4556743,409.7709597,2769.231,4153.846,0.3153,1384.615,-48.31,1.569,3375,3562.5,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.315285335
103,Spectrogram 1,1,410.3455949,410.6437389,4000,5384.615,0.2981,1384.615,-51.8,2.537,4500,5250,4312.5,5250,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.29814406
104,Spectrogram 1,1,415.7416725,416.043143,3076.923,4153.846,0.3015,1076.923,-60.68,2.203,3562.5,4125,3187.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.301470536
105,Spectrogram 1,1,416.2563782,416.4622606,4000,4923.077,0.2059,923.077,-51.93,1.807,4500,4875,4312.5,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.205882317
106,Spectrogram 1,1,421.2290162,421.4275456,2923.077,3538.462,0.1985,615.385,-56.43,0.629,3375,3375,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.198529377
107,Spectrogram 1,1,421.986369,422.2610221,4153.846,5093.525,0.2747,939.679,-51.76,1.728,4687.5,5062.5,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.274653075
108,Spectrogram 1,1,430.7268054,431.1132268,2923.077,3884.892,0.3864,961.815,-37.62,1.569,3375,3750,3000,3375,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.386421352
109,Spectrogram 1,1,431.6924807,431.9277748,4153.846,4769.231,0.2353,615.385,-58.85,1.377,4687.5,4687.5,4312.5,4500,N,220225_0105,16.93852656,600.9866505,annotations,1,0.235294077
110,Spectrogram 1,1,437.9112071,438.0876777,4615.385,5230.769,0.1765,615.384,-54.49,1.355,5062.5,5062.5,4687.5,5062.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.176470558
111,Spectrogram 1,1,439.8303244,440.1317949,3076.923,3692.308,0.3015,615.385,-45.96,1.4,3375,3562.5,3187.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.301470536
112,Spectrogram 1,1,444.081814,444.2950492,4615.385,5230.769,0.2132,615.384,-57.06,1.55,4875,5062.5,4687.5,4875,N,220225_0105,16.93852656,600.9866505,annotations,1,0.213235257
113,Spectrogram 1,1,444.5597551,444.8612256,3230.769,4153.846,0.3015,923.077,-49.56,2.175,3750,4125,3375,3937.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.301470536
114,Spectrogram 1,1,449.0912573,449.3510924,4307.692,5076.923,0.2598,769.231,-44.21,1.743,4687.5,4875,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.259835047
115,Spectrogram 1,1,452.6721314,452.9515431,3076.923,3846.154,0.2794,769.231,-58.03,1.835,3562.5,3750,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.279411716
116,Spectrogram 1,1,456.9301395,457.1654335,4153.846,4769.231,0.2353,615.385,-51.08,1.37,4500,4687.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.235294077
118,Spectrogram 1,1,457.7610217,458.0771981,2923.077,3846.154,0.3162,923.077,-48.59,1.751,3375,3750,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.316176415
119,Spectrogram 1,1,464.5028203,464.7528202,2769.231,3538.462,0.25,769.231,-43.4,1.598,3187.5,3375,3000,3187.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.249999957
120,Spectrogram 1,1,465.5469377,465.7748789,4307.692,5384.615,0.2279,1076.923,-50.38,2.348,4687.5,5250,4312.5,5062.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.227941137
121,Spectrogram 1,1,471.1426987,471.3265222,4153.846,4769.231,0.1838,615.385,-55.61,1.538,4500,4687.5,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.183823497
122,Spectrogram 1,1,471.6260286,471.9882867,2923.077,3846.154,0.3623,923.077,-42.25,1.863,3375,3562.5,3000,3000,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.362258159
123,Spectrogram 1,1,476.4317872,476.6229636,4153.846,5076.923,0.1912,923.077,-52.4,1.997,4500,4875,4312.5,4312.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.191176437
124,Spectrogram 1,1,478.9685514,479.262669,3076.923,3846.154,0.2941,769.231,-44.15,1.703,3562.5,3750,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.294117596
125,Spectrogram 1,1,484.9391273,485.1597155,3538.462,4153.846,0.2206,615.384,-58.11,1.532,3562.5,4125,3562.5,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.220588197
126,Spectrogram 1,1,485.6891272,485.8803036,4307.692,5230.769,0.1912,923.077,-55.62,1.921,4687.5,4875,4500,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.191176438
127,Spectrogram 1,1,494.5799701,494.7270289,4000,4923.077,0.1471,923.077,-53.45,1.63,4687.5,4875,4125,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.147058798
128,Spectrogram 1,1,501.7332972,501.9171207,2923.077,3692.308,0.1838,769.231,-48.46,1.753,3187.5,3562.5,3000,3187.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.183823497
129,Spectrogram 1,1,502.7774147,503.0294445,4307.692,5076.923,0.252,769.231,-54.21,1.532,4687.5,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.252029791
130,Spectrogram 1,1,506.8950611,507.1671198,4307.692,5076.923,0.2721,769.231,-43.99,1.865,4500,5062.5,4312.5,4312.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.272058777
131,Spectrogram 1,1,511.0318285,511.2230049,2769.231,3384.615,0.1912,615.384,-48,1.585,3375,3375,2812.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.191176437
132,Spectrogram 1,1,512.6127105,512.8112399,4153.846,4923.077,0.1985,769.231,-51.27,1.614,4500,4875,4500,4500,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.198529377
133,Spectrogram 1,1,516.172485,516.5033673,3230.769,4153.846,0.3309,923.077,-51.92,1.497,3562.5,4125,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.330882295
134,Spectrogram 1,1,517.76072,517.9739553,4000,5230.769,0.2132,1230.769,-48.7,1.853,4500,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.213235257
135,Spectrogram 1,1,523.808717,523.9925405,4000,4769.231,0.1838,769.231,-51.02,1.329,4500,4687.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.183823498
136,Spectrogram 1,1,524.669011,524.8895992,2923.077,3538.462,0.2206,615.385,-38.93,1.338,3375,3375,3000,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.220588197
137,Spectrogram 1,1,530.4439283,530.6645165,3384.615,4153.846,0.2206,769.231,-63.34,1.912,3750,4125,3562.5,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.220588197
138,Spectrogram 1,1,531.4218693,531.6792222,4307.692,4923.077,0.2574,615.385,-52.13,1.743,4687.5,4875,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.257352896
139,Spectrogram 1,1,537.2802456,537.5449514,2769.231,3538.462,0.2647,769.231,-61.25,1.003,3375,3375,2812.5,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.264705836
140,Spectrogram 1,1,537.9787749,538.1846572,4000,4769.231,0.2059,769.231,-52.63,1.958,4500,4687.5,4125,4500,N,220225_0105,16.93852656,600.9866505,annotations,1,0.205882317
141,Spectrogram 1,1,543.8428628,544.154411,2848.921,4153.846,0.3115,1304.925,-51.27,2.226,3562.5,3937.5,3000,3562.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.311548217
142,Spectrogram 1,1,544.8890433,545.0875727,4461.538,4923.077,0.1985,461.539,-51.86,1.389,4687.5,4687.5,4500,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.198529378
143,Spectrogram 1,1,549.5039363,549.7980539,3230.769,3846.154,0.2941,615.385,-49.14,1.565,3562.5,3750,3375,3562.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.294117596
144,Spectrogram 1,1,550.9524655,551.1951125,4153.846,5076.923,0.2426,923.077,-51.16,1.852,4500,5062.5,4500,4875,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.242647017
145,Spectrogram 1,1,555.3827552,555.5665787,4000,5076.923,0.1838,1076.923,-53.13,1.82,4500,4875,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.183823498
146,Spectrogram 1,1,556.0059963,556.3459903,3230.769,4153.846,0.34,923.077,-45.61,1.584,3562.5,4125,3375,3375,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.339994019
147,Spectrogram 1,1,561.1628774,561.4202303,3538.462,4153.846,0.2574,615.384,-57.65,1.639,3750,4125,3562.5,3750,N,220225_0105,16.93852656,600.9866505,annotations,1,0.257352896
148,Spectrogram 1,1,569.2607889,569.4813771,3076.923,4153.846,0.2206,1076.923,-62.43,2.113,3750,4125,3375,3750,N,220225_0105,16.93852656,600.9866505,annotations,1,0.220588197
149,Spectrogram 1,1,571.9129252,572.1041016,4153.846,5230.769,0.1912,1076.923,-55.25,1.811,4687.5,5062.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.191176437
150,Spectrogram 1,1,574.743807,575.0452776,3230.769,4000,0.3015,769.231,-56.54,1.992,3562.5,3937.5,3375,3937.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.301470536
151,Spectrogram 1,1,582.1639901,582.3992841,3230.769,4153.846,0.2353,923.077,-63.34,2.143,3750,4125,3375,4125,N,220225_0105,16.93852656,600.9866505,annotations,1,0.235294077
152,Spectrogram 1,1,583.0145052,583.2375193,3971.223,5384.615,0.223,1413.392,-50.62,1.875,4687.5,5062.5,4500,4687.5,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.223014106
153,Spectrogram 1,1,591.5673723,591.8761958,3076.923,3846.154,0.3088,769.231,-43.44,1.773,3562.5,3562.5,3187.5,3375,Y,220225_0105,16.93852656,600.9866505,annotations,1,0.308823476
154,Spectrogram 1,1,592.4791369,592.6629604,4153.846,5076.923,0.1838,923.077,-57.05,1.866,4687.5,5062.5,4312.5,4687.5,N,220225_0105,16.93852656,600.9866505,annotations,1,0.183823498
155,Spectrogram 1,1,600.0601801,600.2734154,3692.308,4769.231,0.2132,1076.923,-55.56,2.387,4500,4687.5,3750,3750,N,220225_0105,16.93852656,600.9866505,annotations,1,0.213235257
156,Spectrogram 1,1,600.8910623,600.9866505,3076.923,3692.308,0.0956,615.385,-39.11,1.272,3375,3562.5,3375,3375,N,220225_0105,16.93852656,600.9866505,annotations,1,0.095588219
1,Spectrogram 1,1,249.5274923,249.8285393,3101.124,4044.944,0.301,943.82,-59.17,2.13,3562.5,3937.5,3187.5,3937.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.301047068
2,Spectrogram 1,1,270.6939473,270.8706488,7146.067,7550.562,0.1767,404.495,-46.36,0.999,7312.5,7500,7312.5,7312.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.17670154
3,Spectrogram 1,1,284.349809,284.5788666,6741.573,7415.73,0.2291,674.157,-60.04,1.926,7125,7312.5,6750,7125,N,220225_0106,249.5274923,599.68257,annotations,1,0.229057552
4,Spectrogram 1,1,291.04955,291.258974,3370.787,4044.944,0.2094,674.157,-62.41,1.865,3562.5,3937.5,3375,3375,N,220225_0106,249.5274923,599.68257,annotations,1,0.209424047
5,Spectrogram 1,1,307.6652453,307.8223134,3101.124,4179.775,0.1571,1078.651,-50.87,2.081,3750,4125,3562.5,4125,Y,220225_0106,249.5274923,599.68257,annotations,1,0.157068036
6,Spectrogram 1,1,350.4075735,350.5711861,6876.404,7685.393,0.1636,808.989,-37.87,1.007,7500,7500,7125,7500,N,220225_0106,249.5274923,599.68257,annotations,1,0.163612537
7,Spectrogram 1,1,363.3594342,363.6081253,3235.955,3910.112,0.2487,674.157,-63.61,1.517,3562.5,3750,3375,3375,N,220225_0106,249.5274923,599.68257,annotations,1,0.248691056
8,Spectrogram 1,1,396.3242865,396.5991556,6471.91,7550.562,0.2749,1078.652,-55.04,2.517,7125,7500,6562.5,6562.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.274869062
9,Spectrogram 1,1,414.7244151,414.8225826,4314.607,4988.764,0.0982,674.157,-36.99,1.51,4687.5,4875,4500,4687.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.098167522
10,Spectrogram 1,1,417.4272942,417.5712732,4719.101,5393.258,0.144,674.157,-54.03,1.4,5250,5250,4875,5250,N,220225_0106,249.5274923,599.68257,annotations,1,0.143979032
11,Spectrogram 1,1,428.9154744,429.131443,3370.787,4314.607,0.216,943.82,-51.31,1.991,4125,4312.5,3562.5,4125,N,220225_0106,249.5274923,599.68257,annotations,1,0.215968549
12,Spectrogram 1,1,429.9560501,430.1327517,4449.438,5393.258,0.1767,943.82,-57.74,2.123,5062.5,5250,4500,5062.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.17670154
13,Spectrogram 1,1,435.6444243,435.8931153,3370.787,3910.112,0.2487,539.325,-60.01,1.547,3562.5,3750,3375,3750,N,220225_0106,249.5274923,599.68257,annotations,1,0.248691056
14,Spectrogram 1,1,462.6016515,462.830709,2966.292,4044.944,0.2291,1078.652,-61.21,2.454,3562.5,3937.5,3000,3937.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.229057552
15,Spectrogram 1,1,472.2488801,472.5237492,6471.91,7146.067,0.2749,674.157,-40.84,1.202,7125,7125,6750,7125,N,220225_0106,249.5274923,599.68257,annotations,1,0.274869062
16,Spectrogram 1,1,480.2617801,480.4450261,12539.326,13213.483,0.1832,674.157,-55.22,1.043,13125,13125,12562.5,13125,N,220225_0106,249.5274923,599.68257,annotations,1,0.183246042
17,Spectrogram 1,1,505.9990036,506.1298936,4449.438,5393.258,0.1309,943.82,-52.07,2.176,4875,5250,4500,4500,N,220225_0106,249.5274923,599.68257,annotations,1,0.13089003
18,Spectrogram 1,1,506.8825113,507.0919353,2831.461,3640.449,0.2094,808.988,-57.82,1.691,3375,3562.5,3000,3562.5,Y,220225_0106,249.5274923,599.68257,annotations,1,0.209424048
19,Spectrogram 1,1,509.3890554,509.5592124,4584.27,5393.258,0.1702,808.988,-56.69,1.75,4875,5250,4687.5,5250,Y,220225_0106,249.5274923,599.68257,annotations,1,0.170157038
20,Spectrogram 1,1,515.7525208,515.9619448,4853.933,5932.584,0.2094,1078.651,-54.5,2.317,5437.5,5812.5,4875,4875,N,220225_0106,249.5274923,599.68257,annotations,1,0.209424048
21,Spectrogram 1,1,517.0679655,517.3035676,2831.461,3910.112,0.2356,1078.651,-44.5,1.982,3375,3750,3187.5,3562.5,Y,220225_0106,249.5274923,599.68257,annotations,1,0.235602054
22,Spectrogram 1,1,526.9320918,527.1415159,4853.933,5393.258,0.2094,539.325,-59.47,1.557,5062.5,5250,4875,4875,N,220225_0106,249.5274923,599.68257,annotations,1,0.209424048
23,Spectrogram 1,1,527.9922588,528.1624158,2831.461,3775.281,0.1702,943.82,-60.57,2.166,3375,3750,3000,3562.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.170157038
24,Spectrogram 1,1,543.3995913,543.6155598,2966.292,3775.281,0.216,808.989,-56.84,2.261,3375,3750,3000,3750,N,220225_0106,249.5274923,599.68257,annotations,1,0.215968548
25,Spectrogram 1,1,558.0455709,558.281173,3235.955,4314.607,0.2356,1078.652,-47.19,2.305,3937.5,4312.5,3562.5,3937.5,Y,220225_0106,249.5274923,599.68257,annotations,1,0.235602053
26,Spectrogram 1,1,587.9914979,588.1616549,1617.978,2561.798,0.1702,943.82,-51.8,2.302,2062.5,2437.5,1687.5,2250,N,220225_0106,249.5274923,599.68257,annotations,1,0.170157038
27,Spectrogram 1,1,599.4404235,599.68257,4584.27,5258.427,0.2421,674.157,-60.63,1.972,4875,5250,4687.5,4687.5,N,220225_0106,249.5274923,599.68257,annotations,1,0.242146555
1,Spectrogram 1,1,182.8923934,183.0320993,4719.101,5258.427,0.1397,539.326,-50.71,1.184,4875,5250,4875,4875,N,220225_0108,182.8923934,593.5306679,annotations,1,0.139705858
2,Spectrogram 1,1,233.7573414,233.9999884,3235.955,4044.944,0.2426,808.989,-55.22,1.945,3562.5,3937.5,3375,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.242647017
3,Spectrogram 1,1,250.6185391,250.8905979,3101.124,4179.775,0.2721,1078.651,-55.16,2.059,3937.5,4125,3187.5,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.272058776
4,Spectrogram 1,1,261.7309071,261.9662012,2831.461,4179.775,0.2353,1348.314,-55.86,2.258,3937.5,4125,3000,4125,N,220225_0108,182.8923934,593.5306679,annotations,1,0.235294077
5,Spectrogram 1,1,262.4956129,262.6730307,4314.607,5528.09,0.1774,1213.483,-56.97,1.729,4687.5,5062.5,4500,4687.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.177417881
6,Spectrogram 1,1,274.4952215,274.7158097,3101.124,3775.281,0.2206,674.157,-61.6,1.693,3562.5,3750,3187.5,3562.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.220588197
7,Spectrogram 1,1,280.4249329,280.7558152,3101.124,3775.281,0.3309,674.157,-50.55,1.325,3562.5,3750,3187.5,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.330882295
8,Spectrogram 1,1,320.4010253,320.5995547,2831.461,3775.281,0.1985,943.82,-46.31,1.788,3187.5,3375,3000,3000,N,220225_0108,182.8923934,593.5306679,annotations,1,0.198529377
9,Spectrogram 1,1,360.5484057,360.8332249,2503.597,4057.554,0.2848,1553.957,-44.84,2.471,3562.5,3937.5,2625,2812.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.284819187
10,Spectrogram 1,1,422.8831879,423.1037761,2966.292,4044.944,0.2206,1078.652,-44.68,1.693,3562.5,3937.5,3375,3375,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.220588197
11,Spectrogram 1,1,424.1258347,424.3684817,3775.281,4853.933,0.2426,1078.652,-51.98,2.2,4500,4687.5,3937.5,4687.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.242647017
12,Spectrogram 1,1,432.7135229,432.9267581,4179.775,5258.427,0.2132,1078.652,-54.81,2.511,4875,5250,4312.5,4875,N,220225_0108,182.8923934,593.5306679,annotations,1,0.213235257
13,Spectrogram 1,1,441.5819949,441.817289,4314.607,5258.427,0.2353,943.82,-52.84,1.907,4687.5,5250,4500,4500,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.235294077
14,Spectrogram 1,1,444.9864061,445.1853228,3101.124,4044.944,0.1989,943.82,-45.94,1.352,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.198916641
15,Spectrogram 1,1,445.5819942,445.8467001,4179.775,5258.427,0.2647,1078.652,-50.16,1.72,4687.5,5250,4312.5,4500,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.264705837
16,Spectrogram 1,1,451.5830619,451.8257089,2966.292,4044.944,0.2426,1078.652,-61.38,2.32,3562.5,3937.5,3187.5,3937.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.242647017
17,Spectrogram 1,1,452.7668852,452.9286082,4314.607,5393.258,0.1617,1078.651,-41.9,1.392,4875,5250,4500,4875,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.161723003
18,Spectrogram 1,1,459.9062833,460.0974597,4314.607,5258.427,0.1912,943.82,-56.83,2.122,4875,5250,4500,4687.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.191176437
19,Spectrogram 1,1,514.2870084,514.4561261,2966.292,3775.281,0.1691,808.989,-47.02,1.303,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.169117618
20,Spectrogram 1,1,545.3853039,545.5544215,3235.955,3910.112,0.1691,674.157,-55.89,1.558,3562.5,3750,3375,3750,N,220225_0108,182.8923934,593.5306679,annotations,1,0.169117618
21,Spectrogram 1,1,549.5848171,549.7318759,4179.775,5123.596,0.1471,943.821,-54.96,1.932,4500,5062.5,4312.5,4312.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.147058798
22,Spectrogram 1,1,555.2034269,555.4240151,4314.607,5123.596,0.2206,808.989,-55.55,1.757,4687.5,5062.5,4500,4687.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.220588197
23,Spectrogram 1,1,561.3120286,561.5840874,4449.438,5258.427,0.2721,808.989,-51.54,1.994,4687.5,5062.5,4500,4500,N,220225_0108,182.8923934,593.5306679,annotations,1,0.272058776
24,Spectrogram 1,1,562.4370284,562.6208519,3101.124,4179.775,0.1838,1078.651,-42.06,1.344,3562.5,3562.5,3375,3562.5,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.183823498
25,Spectrogram 1,1,563.2899695,563.5105577,4314.607,5258.427,0.2206,943.82,-46.93,1.293,4500,5062.5,4500,4500,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.220588197
26,Spectrogram 1,1,570.2702789,570.4393966,4314.607,5258.427,0.1691,943.82,-44.89,1.565,4875,5250,4500,4875,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.169117618
27,Spectrogram 1,1,571.12322,571.2996905,3101.124,4044.944,0.1765,943.82,-41.76,1.721,3562.5,3750,3375,3375,Y,220225_0108,182.8923934,593.5306679,annotations,1,0.176470557
28,Spectrogram 1,1,580.6112051,580.8170874,2831.461,3775.281,0.2059,943.82,-54.14,1.388,3562.5,3562.5,3375,3562.5,N,220225_0108,182.8923934,593.5306679,annotations,1,0.205882317
29,Spectrogram 1,1,593.3321385,593.5306679,2966.292,3775.281,0.1985,808.989,-52.89,1.434,3375,3750,3375,3375,N,220225_0108,182.8923934,593.5306679,annotations,1,0.198529377
1,Spectrogram 1,1,11.94124845,12.11036607,3235.955,4044.944,0.1691,808.989,-58.81,1.6,3375,3937.5,3375,3937.5,N,220226_0109,11.94124845,601.5068585,annotations,1,0.169117617
2,Spectrogram 1,1,13.48579036,13.70595402,4044.944,5258.427,0.2202,1213.483,-51.49,2.305,4875,5062.5,4125,4875,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.220163663
3,Spectrogram 1,1,17.07135968,17.30789483,4179.775,5438.849,0.2365,1259.074,-46.32,2.116,4687.5,5250,4312.5,4687.5,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.236535152
4,Spectrogram 1,1,18.12283008,18.27724182,3235.955,4044.944,0.1544,808.989,-57.22,1.49,3562.5,3937.5,3375,3375,N,220226_0109,11.94124845,601.5068585,annotations,1,0.154411738
5,Spectrogram 1,1,35.55298465,35.9132787,3101.124,3910.112,0.3603,808.988,-40.29,1.765,3562.5,3750,3187.5,3375,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.360294055
6,Spectrogram 1,1,39.62950081,39.82067725,3235.955,4044.944,0.1912,808.989,-59.52,1.773,3562.5,3937.5,3375,3375,N,220226_0109,11.94124845,601.5068585,annotations,1,0.191176437
7,Spectrogram 1,1,44.79476509,45.11705811,4057.554,5258.427,0.3223,1200.873,-46.45,1.724,4875,5250,4500,4875,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.322293024
8,Spectrogram 1,1,49.79394267,50.12482496,3370.787,4179.775,0.3309,808.988,-62.7,2.223,3562.5,4125,3375,3562.5,N,220226_0109,11.94124845,601.5068585,annotations,1,0.330882296
9,Spectrogram 1,1,50.88213135,51.20570713,3971.223,5528.09,0.3236,1556.867,-52.57,2.259,4875,5437.5,4125,4875,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.323575774
10,Spectrogram 1,1,53.54537375,53.80272665,3101.124,3910.112,0.2574,808.988,-53.13,1.559,3562.5,3750,3187.5,3562.5,N,220226_0109,11.94124845,601.5068585,annotations,1,0.257352897
11,Spectrogram 1,1,58.394781,58.71095742,3101.124,3775.281,0.3162,674.157,-48.44,1.487,3375,3750,3187.5,3375,N,220226_0109,11.94124845,601.5068585,annotations,1,0.316176416
12,Spectrogram 1,1,59.08595735,59.33595731,4057.554,5438.849,0.25,1381.295,-48.58,2.339,4875,5062.5,4500,4687.5,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.249999957
13,Spectrogram 1,1,63.65001016,63.93677481,4314.607,5352.518,0.2868,1037.911,-50.37,1.689,4687.5,5062.5,4500,4687.5,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.286764656
14,Spectrogram 1,1,65.17942166,65.49559807,3101.124,4044.944,0.3162,943.82,-52.54,2.073,3562.5,3937.5,3187.5,3375,N,220226_0109,11.94124845,601.5068585,annotations,1,0.316176416
15,Spectrogram 1,1,70.29805385,70.49658322,4179.775,4988.764,0.1985,808.989,-50.13,1.736,4687.5,4875,4312.5,4687.5,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.198529377
16,Spectrogram 1,1,71.67305361,71.99658296,3235.955,4044.944,0.3235,808.989,-40.5,1.299,3375,3937.5,3375,3375,Y,220226_0109,11.94124845,601.5068585,annotations,1,0.323529356
