label,Selection,Delta Time (s),begin_time,View,StartMicInWater,EndMicInWater,Low Freq (Hz),High Freq (Hz),filepath,call_length,end_time,Delta Freq (Hz),filename,split_type
1,104,0.1485,444.282732477,Spectrogram 1,14.242272633,595.934373415,4179.775,5258.427,annotations,0.1485148250000065,444.431247302,1078.652,220224_0102,test
1,105,0.3342,451.661460479,Spectrogram 1,14.242272633,595.934373415,2831.461,4044.944,annotations,0.3341583579999678,451.995618837,1213.483,220224_0102,test
1,106,0.2847,457.088300716,Spectrogram 1,14.242272633,595.934373415,4179.775,5258.427,annotations,0.2846534159999692,457.372954132,1078.652,220224_0102,test
1,107,0.3003,458.032684538,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4179.775,annotations,0.3003297569999859,458.333014295,1078.651,220224_0102,test
1,108,0.1856,460.943498066,Spectrogram 1,14.242272633,595.934373415,4179.775,5662.920999999999,annotations,0.1856435320000855,461.1291415980001,1483.146,220224_0102,test
1,109,0.2289999999999999,465.043943814,Spectrogram 1,14.242272633,595.934373415,3235.955,4179.775,annotations,0.228960356000016,465.27290417,943.82,220224_0102,test
1,110,0.2042,470.012013326,Spectrogram 1,14.242272633,595.934373415,4179.775,5258.427,annotations,0.2042078850000166,470.216221211,1078.652,220224_0102,test
1,111,0.3094,488.684824675,Spectrogram 1,14.242272633,595.934373415,2966.292,4044.944,annotations,0.3094058869999685,488.994230562,1078.652,220224_0102,test
1,112,0.2413,492.56614879,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4179.775,annotations,0.2413365919999819,492.807485382,1078.651,220224_0102,test
1,113,0.2042,493.514771423,Spectrogram 1,14.242272633,595.934373415,4314.607,5258.427,annotations,0.2042078850000166,493.718979308,943.82,220224_0102,test
1,114,0.3243,497.720172683,Spectrogram 1,14.242272633,595.934373415,2426.966,3971.223,annotations,0.3243009239999424,498.044473607,1544.257,220224_0102,test
1,115,0.3218,504.107305186,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3775.281,annotations,0.3217821220000587,504.429087308,1078.652,220224_0102,test
1,116,0.3156,510.052454834,Spectrogram 1,14.242272633,595.934373415,2831.461,4449.438,annotations,0.3155940050000368,510.368048839,1617.977,220224_0102,test
1,117,0.1795,516.272843726,Spectrogram 1,14.242272633,595.934373415,2966.292,4179.775,annotations,0.1794554150000067,516.452299141,1213.483,220224_0102,test
1,118,0.1856,517.232001976,Spectrogram 1,14.242272633,595.934373415,4044.944,5258.427,annotations,0.1856435320000855,517.4176455080001,1213.483,220224_0102,test
1,119,0.1547,523.988437297,Spectrogram 1,14.242272633,595.934373415,4314.607,5662.920999999999,annotations,0.1547029429999611,524.14314024,1348.314,220224_0102,test
1,120,0.3257,524.916654958,Spectrogram 1,14.242272633,595.934373415,2561.798,3884.892,annotations,0.3257197980000228,525.242374756,1323.094,220224_0102,test
1,121,0.2475,531.273030052,Spectrogram 1,14.242272633,595.934373415,4314.607,5662.920999999999,annotations,0.2475247099999933,531.520554762,1348.314,220224_0102,test
1,122,0.2197,531.944452551,Spectrogram 1,14.242272633,595.934373415,2561.798,3370.7870000000007,annotations,0.2196664549999241,532.164119006,808.9889999999998,220224_0102,test
1,123,0.1856,537.4289516609999,Spectrogram 1,14.242272633,595.934373415,3910.112,5258.427,annotations,0.1856435320000855,537.614595193,1348.315,220224_0102,test
1,124,0.2785,538.357169321,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,3775.281,annotations,0.278465299000004,538.63563462,1078.652,220224_0102,test
1,125,0.297,544.087565324,Spectrogram 1,14.242272633,595.934373415,2966.292,4044.944,annotations,0.297029651999992,544.384594976,1078.652,220224_0102,test
1,126,0.2351,544.9415255719999,Spectrogram 1,14.242272633,595.934373415,3971.223,4920.863,annotations,0.2351484740000842,545.176674046,949.64,220224_0102,test
1,127,0.2289999999999999,549.498069502,Spectrogram 1,14.242272633,595.934373415,3235.955,4449.438,annotations,0.2289603570000054,549.727029859,1213.483,220224_0102,test
1,128,0.2661,550.259207984,Spectrogram 1,14.242272633,595.934373415,4314.607,5528.09,annotations,0.2660890629999812,550.525297047,1213.483,220224_0102,test
1,129,0.297,558.346160018,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4044.944,annotations,0.2970296510000025,558.643189669,943.82,220224_0102,test
1,130,0.2289999999999999,559.472397446,Spectrogram 1,14.242272633,595.934373415,4044.944,5123.596,annotations,0.228960356000016,559.701357802,1078.652,220224_0102,test
1,131,0.2599,564.778406736,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,4044.944,annotations,0.2599009450000267,565.038307681,1348.315,220224_0102,test
1,132,0.1609,566.356243729,Spectrogram 1,14.242272633,595.934373415,4314.607,5258.427,annotations,0.1608910610000293,566.51713479,943.82,220224_0102,test
1,133,0.1671,574.029378503,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4179.775,annotations,0.1670791789999839,574.196457682,1078.651,220224_0102,test
1,134,0.1547,574.697695219,Spectrogram 1,14.242272633,595.934373415,3775.281,5662.920999999999,annotations,0.1547029429999611,574.852398162,1887.64,220224_0102,test
1,135,0.2042,579.687710285,Spectrogram 1,14.242272633,595.934373415,3101.1240000000007,4179.775,annotations,0.2042078859999492,579.8919181709999,1078.651,220224_0102,test
1,136,0.1856,586.22540458,Spectrogram 1,14.242272633,595.934373415,4449.438,5258.427,annotations,0.1856435329999612,586.411048113,808.9889999999998,220224_0102,test
1,137,0.2351,587.227879654,Spectrogram 1,14.242272633,595.934373415,2831.461,4584.27,annotations,0.2351484739999705,587.463028128,1752.809,220224_0102,test
1,138,0.3651,594.684373632,Spectrogram 1,14.242272633,595.934373415,2696.629000000001,4044.944,annotations,0.3650989470000922,595.049472579,1348.315,220224_0102,test
1,139,0.198,595.736353648,Spectrogram 1,14.242272633,595.934373415,3910.112,5393.258000000002,annotations,0.1980197670000052,595.934373415,1483.146,220224_0102,test
1,1,0.1471,249.03596239900003,Spectrogram 1,249.03596239900003,556.492073367,3505.618,4179.775,annotations,0.1470587979999891,249.183021197,674.1569999999998,220224_0103,test
1,2,0.2206,376.535676997,Spectrogram 1,249.03596239900003,556.492073367,3977.528,4651.685,annotations,0.2205881970000405,376.756265194,674.1569999999998,220224_0103,test
1,3,0.2206,378.969500103,Spectrogram 1,249.03596239900003,556.492073367,3235.955,4179.775,annotations,0.2205881969999836,379.1900883,943.82,220224_0103,test
1,4,0.1838,440.561038502,Spectrogram 1,249.03596239900003,556.492073367,3101.1240000000007,4179.775,annotations,0.1838234980000379,440.744862,1078.651,220224_0103,test
1,5,0.1324,450.918001612,Spectrogram 1,249.03596239900003,556.492073367,3101.1240000000007,4179.775,annotations,0.1323529180000378,451.05035453,1078.651,220224_0103,test
1,6,0.2059,452.668780838,Spectrogram 1,249.03596239900003,556.492073367,4988.764,5932.584,annotations,0.2058823179999649,452.874663156,943.82,220224_0103,test
1,7,0.2059,497.418800226,Spectrogram 1,249.03596239900003,556.492073367,4314.607,4853.933,annotations,0.2058823170000323,497.624682543,539.326,220224_0103,test
1,8,0.1765,537.115194128,Spectrogram 1,249.03596239900003,556.492073367,4719.101,5662.920999999999,annotations,0.176470557000016,537.291664685,943.82,220224_0103,test
1,9,0.1912,556.30089693,Spectrogram 1,249.03596239900003,556.492073367,4719.101,5528.09,annotations,0.1911764369999673,556.492073367,808.9889999999998,220224_0103,test
1,1,0.2132,75.089473998,Spectrogram 1,75.089473998,590.85390009,4044.944,4988.764,annotations,0.2132352579999974,75.302709256,943.82,220224_0104,test
1,2,0.2132,80.88359064,Spectrogram 1,75.089473998,590.85390009,3370.7870000000007,4179.775,annotations,0.213235257000008,81.096825897,808.988,220224_0104,test
1,3,0.2059,90.068356241,Spectrogram 1,75.089473998,590.85390009,6202.246999999999,6876.404,annotations,0.2058823169999897,90.274238558,674.1569999999998,220224_0104,test
1,4,0.1471,90.950709029,Spectrogram 1,75.089473998,590.85390009,4179.775,5258.427,annotations,0.1470587980000175,91.097767827,1078.652,220224_0104,test
1,5,0.1618,94.671296618,Spectrogram 1,75.089473998,590.85390009,4179.775,5258.427,annotations,0.1617646780000114,94.833061296,1078.652,220224_0104,test
1,6,0.1691,96.768073107,Spectrogram 1,75.089473998,590.85390009,4179.775,4719.101,annotations,0.1691176179999871,96.937190725,539.326,220224_0104,test
1,7,0.2132,99.054837416,Spectrogram 1,75.089473998,590.85390009,4179.775,4988.764,annotations,0.2132352569999938,99.268072673,808.9889999999998,220224_0104,test
1,8,0.1985,101.713357196,Spectrogram 1,75.089473998,590.85390009,3910.112,4988.764,annotations,0.1985293769999856,101.911886573,1078.652,220224_0104,test
1,9,0.1397,106.096076645,Spectrogram 1,75.089473998,590.85390009,3505.618,4179.775,annotations,0.1397058579999992,106.235782503,674.1569999999998,220224_0104,test
1,10,0.1324,106.360782481,Spectrogram 1,75.089473998,590.85390009,3910.112,4449.438,annotations,0.1323529179999951,106.493135399,539.326,220224_0104,test
1,11,0.2206,109.36829304,Spectrogram 1,75.089473998,590.85390009,4179.775,4719.101,annotations,0.2205881970000121,109.588881237,539.326,220224_0104,test
1,12,0.1397,110.802116321,Spectrogram 1,75.089473998,590.85390009,2966.292,3505.618,annotations,0.1397058579999992,110.941822179,539.326,220224_0104,test
1,13,0.1618,112.735939514,Spectrogram 1,75.089473998,590.85390009,4044.944,5123.596,annotations,0.1617646780000114,112.897704192,1078.652,220224_0104,test
1,14,0.2059,117.079862823,Spectrogram 1,75.089473998,590.85390009,4179.775,4988.764,annotations,0.2058823170000039,117.28574514,808.9889999999998,220224_0104,test
1,15,0.25,117.660745075,Spectrogram 1,75.089473998,590.85390009,2696.629000000001,3775.281,annotations,0.2499999570000142,117.910745032,1078.652,220224_0104,test
1,16,0.1912,121.616186832,Spectrogram 1,75.089473998,590.85390009,4044.944,5123.596,annotations,0.1911764379999852,121.80736327,1078.652,220224_0104,test
1,17,0.2426,126.248538969,Spectrogram 1,75.089473998,590.85390009,3910.112,4719.101,annotations,0.2426470170000101,126.491185986,808.9889999999998,220224_0104,test
1,18,0.1691,139.172514352,Spectrogram 1,75.089473998,590.85390009,3910.112,4719.101,annotations,0.1691176180000013,139.34163197,808.9889999999998,220224_0104,test
1,19,0.2279,143.52545477299998,Spectrogram 1,75.089473998,590.85390009,2831.461,3910.112,annotations,0.2279411370000161,143.75339591,1078.651,220224_0104,test
1,20,0.2059,144.30395587799998,Spectrogram 1,75.089473998,590.85390009,3775.281,4584.27,annotations,0.2058823170000039,144.509838195,808.9889999999998,220224_0104,test
1,21,0.1397,160.389795407,Spectrogram 1,75.089473998,590.85390009,4179.775,4853.933,annotations,0.139705857999985,160.529501265,674.158,220224_0104,test
1,22,0.1838,169.117811724,Spectrogram 1,75.089473998,590.85390009,4719.101,5528.09,annotations,0.1838234969999916,169.301635221,808.9889999999998,220224_0104,test
1,23,0.1912,175.54222315799996,Spectrogram 1,75.089473998,590.85390009,2831.461,3775.281,annotations,0.1911764370000241,175.733399595,943.82,220224_0104,test
1,24,0.2132,176.395164186,Spectrogram 1,75.089473998,590.85390009,4449.438,5528.09,annotations,0.213235257000008,176.608399443,1078.652,220224_0104,test
1,25,0.1912,200.80368551900003,Spectrogram 1,75.089473998,590.85390009,2966.292,4179.775,annotations,0.1911764369999673,200.994861956,1213.483,220224_0104,test
1,26,0.1324,203.69999785,Spectrogram 1,75.089473998,590.85390009,4449.438,5123.596,annotations,0.1323529180000093,203.832350768,674.158,220224_0104,test
1,27,0.2206,206.141173897,Spectrogram 1,75.089473998,590.85390009,2966.292,3910.112,annotations,0.2205881970000121,206.36176209400003,943.82,220224_0104,test
1,28,0.1103,207.295585461,Spectrogram 1,75.089473998,590.85390009,3775.281,4719.101,annotations,0.1102940990000149,207.40587956,943.82,220224_0104,test
1,29,0.1029,212.403777345,Spectrogram 1,75.089473998,590.85390009,4044.944,5123.596,annotations,0.102941157999993,212.506718503,1078.652,220224_0104,test
1,30,0.2132,271.208883821,Spectrogram 1,75.089473998,590.85390009,2966.292,3640.449,annotations,0.213235257000008,271.422119078,674.1569999999998,220224_0104,test
1,31,0.1176,276.21582475400004,Spectrogram 1,75.089473998,590.85390009,4584.27,5258.427,annotations,0.1176470389999622,276.333471793,674.1569999999998,220224_0104,test
1,32,0.1691,277.054059903,Spectrogram 1,75.089473998,590.85390009,3101.1240000000007,4179.775,annotations,0.1691176179999729,277.223177521,1078.651,220224_0104,test
1,33,0.1471,279.201118354,Spectrogram 1,75.089473998,590.85390009,3910.112,4719.101,annotations,0.1470587979999891,279.348177152,808.9889999999998,220224_0104,test
1,34,0.1765,281.868896241,Spectrogram 1,75.089473998,590.85390009,4314.607,5258.427,annotations,0.176470557000016,282.045366798,943.82,220224_0104,test
1,35,0.1985,286.118895503,Spectrogram 1,75.089473998,590.85390009,4179.775,5258.427,annotations,0.1985293769999998,286.31742488,1078.652,220224_0104,test
1,36,0.1471,289.859681708,Spectrogram 1,75.089473998,590.85390009,5932.584,6876.404,annotations,0.1470587979999891,290.006740506,943.82,220224_0104,test
1,37,0.1544,290.580269818,Spectrogram 1,75.089473998,590.85390009,3775.281,4988.764,annotations,0.1544117380000216,290.734681556,1213.483,220224_0104,test
1,38,0.2132,293.977328052,Spectrogram 1,75.089473998,590.85390009,4044.944,5258.427,annotations,0.213235257000008,294.190563309,1213.483,220224_0104,test
1,39,0.2132,295.234680775,Spectrogram 1,75.089473998,590.85390009,2831.461,3775.281,annotations,0.213235257000008,295.447916032,943.82,220224_0104,test
1,40,0.1618,296.193278189,Spectrogram 1,75.089473998,590.85390009,3910.112,4853.933,annotations,0.1617646779999972,296.355042867,943.821,220224_0104,test
1,41,0.0956,300.036764699,Spectrogram 1,75.089473998,590.85390009,4179.775,4853.933,annotations,0.0955882189999783,300.132352918,674.158,220224_0104,test
1,42,0.2059,300.838235149,Spectrogram 1,75.089473998,590.85390009,2696.629000000001,3775.281,annotations,0.2058823169999755,301.044117466,1078.652,220224_0104,test
1,43,0.1691,302.22058785,Spectrogram 1,75.089473998,590.85390009,3775.281,4719.101,annotations,0.1691176169999835,302.389705467,943.82,220224_0104,test
1,44,0.125,305.970587199,Spectrogram 1,75.089473998,590.85390009,4449.438,5123.596,annotations,0.1249999780000052,306.095587177,674.158,220224_0104,test
1,45,0.1691,306.198528336,Spectrogram 1,75.089473998,590.85390009,2696.629000000001,3370.7870000000007,annotations,0.1691176169999835,306.367645953,674.158,220224_0104,test
1,46,0.1765,310.57226769,Spectrogram 1,75.089473998,590.85390009,2831.461,3775.281,annotations,0.1764705580000054,310.748738248,943.82,220224_0104,test
1,47,0.1691,311.41785577900004,Spectrogram 1,75.089473998,590.85390009,4314.607,5258.427,annotations,0.1691176179999729,311.586973397,943.82,220224_0104,test
1,48,0.2279,317.719620023,Spectrogram 1,75.089473998,590.85390009,2696.629000000001,3910.112,annotations,0.2279411370000161,317.94756116,1213.483,220224_0104,test
1,49,0.1397,318.513737532,Spectrogram 1,75.089473998,590.85390009,3910.112,4584.27,annotations,0.1397058580000134,318.65344339,674.158,220224_0104,test
1,50,0.1397,327.686748535,Spectrogram 1,75.089473998,590.85390009,3910.112,5123.596,annotations,0.1397058580000134,327.826454393,1213.484,220224_0104,test
1,51,0.25,329.120571815,Spectrogram 1,75.089473998,590.85390009,3021.583,3971.223,annotations,0.249999957,329.370571772,949.64,220224_0104,test
1,52,0.1471,330.04704224200003,Spectrogram 1,75.089473998,590.85390009,4179.775,4988.764,annotations,0.1470587979999891,330.19410104,808.9889999999998,220224_0104,test
1,53,0.1765,336.321485062,Spectrogram 1,75.089473998,590.85390009,3775.281,4853.933,annotations,0.176470557000016,336.49795561900004,1078.652,220224_0104,test
1,54,0.1544,345.194339701,Spectrogram 1,75.089473998,590.85390009,4584.27,5797.7530000000015,annotations,0.1544117380000216,345.348751439,1213.483,220224_0104,test
1,55,0.1912,351.394793101,Spectrogram 1,75.089473998,590.85390009,4449.438,5258.427,annotations,0.1911764380000136,351.585969539,808.9889999999998,220224_0104,test
1,56,0.2059,363.042069106,Spectrogram 1,75.089473998,590.85390009,4179.775,4988.764,annotations,0.2058823170000323,363.247951423,808.9889999999998,220224_0104,test
1,57,0.1471,372.026080576,Spectrogram 1,75.089473998,590.85390009,4314.607,5393.258000000002,annotations,0.1470587980000459,372.173139374,1078.651,220224_0104,test
1,58,0.1471,375.637260737,Spectrogram 1,75.089473998,590.85390009,4449.438,5258.427,annotations,0.1470587980000459,375.784319535,808.9889999999998,220224_0104,test
1,59,0.1838,429.349524598,Spectrogram 1,75.089473998,590.85390009,4314.607,5123.596,annotations,0.1838234979999811,429.533348096,808.9889999999998,220224_0104,test
1,60,0.1544,435.38662592300005,Spectrogram 1,75.089473998,590.85390009,4179.775,5258.427,annotations,0.1544117379999079,435.541037661,1078.652,220224_0104,test
1,61,0.2059,565.917524253,Spectrogram 1,75.089473998,590.85390009,2966.292,3910.112,annotations,0.2058823170000323,566.12340657,943.82,220224_0104,test
1,62,0.1765,566.352911994,Spectrogram 1,75.089473998,590.85390009,4044.944,5258.427,annotations,0.1764705580000054,566.529382552,1213.483,220224_0104,test
1,63,0.2195,574.0816826619999,Spectrogram 1,75.089473998,590.85390009,2848.921,3884.892,annotations,0.219473176000065,574.301155838,1035.971,220224_0104,test
1,64,0.1471,590.7068412919999,Spectrogram 1,75.089473998,590.85390009,2696.629000000001,3640.449,annotations,0.1470587980001028,590.85390009,943.82,220224_0104,test
1,1,0.1912,16.938526557,Spectrogram 1,16.938526557,600.986650538,4461.538,5076.923,annotations,0.1911764370000028,17.129702994000002,615.385,220225_0105,test
1,2,0.3039,18.19587928,Spectrogram 1,16.938526557,600.986650538,3076.923,4307.692,annotations,0.3039106740000008,18.499789954,1230.769,220225_0105,test
1,3,0.2353,22.949700323,Spectrogram 1,16.938526557,600.986650538,4000.0,4615.385,annotations,0.2352940769999989,23.1849944,615.385,220225_0105,test
1,4,0.3235,26.214405638,Spectrogram 1,16.938526557,600.986650538,2923.077,3846.154000000002,annotations,0.3235293559999981,26.537934994,923.077,220225_0105,test
1,5,0.3131,31.17389168,Spectrogram 1,16.938526557,600.986650538,2923.077,4316.547000000001,annotations,0.3131345440000004,31.487026224,1393.47,220225_0105,test
1,6,0.25,32.612571858,Spectrogram 1,16.938526557,600.986650538,4000.0,4769.231,annotations,0.249999957,32.862571815,769.2310000000001,220225_0105,test
1,7,0.3531,36.985476212,Spectrogram 1,16.938526557,600.986650538,3076.923,4000.0,annotations,0.3531091670000066,37.338585379,923.077,220225_0105,test
1,8,0.3606,41.06470284,Spectrogram 1,16.938526557,600.986650538,2848.921,4153.846,annotations,0.3606020369999925,41.425304877,1304.925,220225_0105,test
1,9,0.2941,41.976467388,Spectrogram 1,16.938526557,600.986650538,4307.692,5384.615,annotations,0.2941175959999995,42.270584984,1076.923,220225_0105,test
1,10,0.25,48.411393228,Spectrogram 1,16.938526557,600.986650538,3692.308,4615.385,annotations,0.2499999559999964,48.661393184,923.077,220225_0105,test
1,11,0.2569,49.029040179,Spectrogram 1,16.938526557,600.986650538,4153.846,5007.194,annotations,0.2568772020000054,49.285917381,853.3480000000002,220225_0105,test
1,12,0.2426,54.72243945,Spectrogram 1,16.938526557,600.986650538,4307.692,4923.077,annotations,0.2426470159999993,54.965086466,615.385,220225_0105,test
1,13,0.3015,55.185674663,Spectrogram 1,16.938526557,600.986650538,3538.462,4153.846,annotations,0.3014705359999965,55.487145199,615.384,220225_0105,test
1,14,0.2279,61.021281194,Spectrogram 1,16.938526557,600.986650538,3384.615,4153.846,annotations,0.227941137000009,61.249222331000006,769.2310000000001,220225_0105,test
1,15,0.2059,61.844810463,Spectrogram 1,16.938526557,600.986650538,4461.538,5076.923,annotations,0.2058823169999968,62.05069278,615.385,220225_0105,test
1,16,0.2132,67.092353086,Spectrogram 1,16.938526557,600.986650538,3384.615,3846.154000000002,annotations,0.2132352569999938,67.305588343,461.539,220225_0105,test
1,17,0.3514,71.158790076,Spectrogram 1,16.938526557,600.986650538,2935.252,4153.846,annotations,0.3514435579999997,71.510233634,1218.594,220225_0105,test
1,18,0.1985,76.92220840600001,Spectrogram 1,16.938526557,600.986650538,4153.846,4769.231,annotations,0.1985293769999856,77.120737783,615.385,220225_0105,test
1,19,0.2941,77.664855336,Spectrogram 1,16.938526557,600.986650538,3230.769,4307.692,annotations,0.2941175959999924,77.958972932,1076.923,220225_0105,test
1,20,0.1618,83.124856267,Spectrogram 1,16.938526557,600.986650538,4153.846,5076.923,annotations,0.1617646779999972,83.286620945,923.077,220225_0105,test
1,21,0.2206,83.499856202,Spectrogram 1,16.938526557,600.986650538,3384.615,4307.692,annotations,0.2205881969999978,83.720444399,923.077,220225_0105,test
1,22,0.2647,90.696387757,Spectrogram 1,16.938526557,600.986650538,3538.462,3846.154000000002,annotations,0.2647058359999761,90.961093593,307.692,220225_0105,test
1,23,0.2279,93.27829699,Spectrogram 1,16.938526557,600.986650538,1230.769,1692.308,annotations,0.2279411359999983,93.506238126,461.539,220225_0105,test
1,24,0.2353,97.145943377,Spectrogram 1,16.938526557,600.986650538,1230.769,2153.846,annotations,0.2352940769999918,97.381237454,923.077,220225_0105,test
1,25,0.3265,99.903148558,Spectrogram 1,16.938526557,600.986650538,2503.597,4143.885,annotations,0.3264594179999989,100.229607976,1640.2879999999998,220225_0105,test
1,26,0.3731,104.948241771,Spectrogram 1,16.938526557,600.986650538,2935.252,4307.692,annotations,0.3730964779999937,105.321338249,1372.44,220225_0105,test
1,27,0.3198,105.782712019,Spectrogram 1,16.938526557,600.986650538,3971.223,5076.923,annotations,0.3197969809999961,106.102509,1105.7,220225_0105,test
1,28,0.3149,110.974417463,Spectrogram 1,16.938526557,600.986650538,2503.597,4230.215999999999,annotations,0.314940084000014,111.289357547,1726.619,220225_0105,test
1,29,0.2574,117.608796304,Spectrogram 1,16.938526557,600.986650538,3538.462,4000.0,annotations,0.2573528970000041,117.866149201,461.538,220225_0105,test
1,30,0.2426,118.285266775,Spectrogram 1,16.938526557,600.986650538,4153.846,5384.615,annotations,0.2426470170000101,118.527913792,1230.769,220225_0105,test
1,31,0.2575,121.242951532,Spectrogram 1,16.938526557,600.986650538,4316.547000000001,5538.462,annotations,0.2574975699999982,121.500449102,1221.915,220225_0105,test
1,32,0.2721,123.735598158,Spectrogram 1,16.938526557,600.986650538,3076.923,4153.846,annotations,0.2720587760000086,124.007656934,1076.923,220225_0105,test
1,33,0.2842,127.355801279,Spectrogram 1,16.938526557,600.986650538,3076.923,4153.846,annotations,0.2842079660000109,127.640009245,1076.923,220225_0105,test
1,34,0.2045,135.87686576299998,Spectrogram 1,16.938526557,600.986650538,2769.231,3971.223,annotations,0.2044826770000156,136.08134844,1201.992,220225_0105,test
1,35,0.25,145.388062585,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.249999957,145.638062542,923.077,220225_0105,test
1,36,0.3309,146.608650608,Spectrogram 1,16.938526557,600.986650538,4307.692,5230.769,annotations,0.3308822959999986,146.939532904,923.077,220225_0105,test
1,37,0.2132,148.99100313600002,Spectrogram 1,16.938526557,600.986650538,4153.846,5076.923,annotations,0.2132352569999796,149.204238393,923.077,220225_0105,test
1,38,0.1912,149.476297169,Spectrogram 1,16.938526557,600.986650538,3846.154000000002,4769.231,annotations,0.1911764380000136,149.667473607,923.077,220225_0105,test
1,39,0.2843,152.38118177200002,Spectrogram 1,16.938526557,600.986650538,4153.846,5093.525,annotations,0.2842686139999841,152.665450386,939.679,220225_0105,test
1,40,0.3235,157.564880417,Spectrogram 1,16.938526557,600.986650538,3076.923,4153.846,annotations,0.3235293559999945,157.888409773,1076.923,220225_0105,test
1,41,0.3446,168.95671989299998,Spectrogram 1,16.938526557,600.986650538,2417.266,4153.846,annotations,0.3445757990000118,169.301295692,1736.58,220225_0105,test
1,158,0.0983,169.40143757,Spectrogram 1,16.938526557,600.986650538,4316.547000000001,5007.194,annotations,0.0982709470000031,169.49970851700002,690.6469999999998,220225_0105,test
1,42,0.2574,174.51650058299995,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.2573528960000431,174.77385347900002,923.077,220225_0105,test
1,43,0.2132,175.634147447,Spectrogram 1,16.938526557,600.986650538,4153.846,4769.231,annotations,0.213235257000008,175.847382704,615.385,220225_0105,test
1,44,0.3369,181.823833784,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.3369382559999963,182.16077204,923.077,220225_0105,test
1,45,0.253,182.372304418,Spectrogram 1,16.938526557,600.986650538,4153.846,5266.187,annotations,0.2529998149999812,182.625304233,1112.341,220225_0105,test
1,46,0.1838,185.492950794,Spectrogram 1,16.938526557,600.986650538,4307.692,5230.769,annotations,0.1838234979999811,185.676774292,923.077,220225_0105,test
1,47,0.2132,187.442184268,Spectrogram 1,16.938526557,600.986650538,3538.462,4153.846,annotations,0.213235257000008,187.655419525,615.384,220225_0105,test
1,48,0.3379,195.139571403,Spectrogram 1,16.938526557,600.986650538,3107.914,4153.846,annotations,0.3379133620000232,195.477484765,1045.932,220225_0105,test
1,49,0.2353,198.949585906,Spectrogram 1,16.938526557,600.986650538,4923.077,5538.462,annotations,0.2352940770000202,199.184879983,615.385,220225_0105,test
1,50,0.2794,201.434879592,Spectrogram 1,16.938526557,600.986650538,3538.462,4153.846,annotations,0.2794117159999701,201.714291308,615.384,220225_0105,test
1,51,0.1765,209.033625628,Spectrogram 1,16.938526557,600.986650538,4461.538,5230.769,annotations,0.176470557000016,209.210096185,769.2310000000001,220225_0105,test
1,52,0.2574,209.62921376,Spectrogram 1,16.938526557,600.986650538,3384.615,4461.538,annotations,0.2573528959999862,209.886566656,1076.923,220225_0105,test
1,53,0.2721,212.688036758,Spectrogram 1,16.938526557,600.986650538,4153.846,4923.077,annotations,0.2720587760000228,212.960095534,769.2310000000001,220225_0105,test
1,54,0.25,216.272019047,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.2499999559999821,216.522019003,923.077,220225_0105,test
1,55,0.2279,217.198489474,Spectrogram 1,16.938526557,600.986650538,4461.538,5076.923,annotations,0.2279411369999593,217.426430611,615.385,220225_0105,test
1,56,0.1985,224.941130339,Spectrogram 1,16.938526557,600.986650538,3538.462,4461.538,annotations,0.1985293769999714,225.139659716,923.076,220225_0105,test
1,57,0.1912,225.544425618,Spectrogram 1,16.938526557,600.986650538,4615.385,5230.769,annotations,0.1911764369999957,225.735602055,615.384,220225_0105,test
1,58,0.2279,229.884087872,Spectrogram 1,16.938526557,600.986650538,6615.385,7538.461999999998,annotations,0.2279411370000161,230.11202900900005,923.077,220225_0105,test
1,59,0.1466,230.171281805,Spectrogram 1,16.938526557,600.986650538,4000.0,5093.525,annotations,0.1466295209999657,230.317911326,1093.525,220225_0105,test
1,60,0.3162,237.709104212,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.3161764159999905,238.025280628,923.077,220225_0105,test
1,61,0.2941,243.571480649,Spectrogram 1,16.938526557,600.986650538,2923.077,4153.846,annotations,0.2941175959999782,243.865598245,1230.769,220225_0105,test
1,62,0.2898,248.207723122,Spectrogram 1,16.938526557,600.986650538,4153.846,5007.194,annotations,0.2898160139999675,248.497539136,853.3480000000002,220225_0105,test
1,63,0.2426,249.913607491,Spectrogram 1,16.938526557,600.986650538,3384.615,4000.0,annotations,0.2426470160000065,250.156254507,615.385,220225_0105,test
1,64,0.2279,254.156072273,Spectrogram 1,16.938526557,600.986650538,2769.231,3384.615,annotations,0.2279411370000161,254.38401341,615.384,220225_0105,test
1,65,0.2132,259.527895481,Spectrogram 1,16.938526557,600.986650538,4461.538,5384.615,annotations,0.213235257000008,259.741130738,923.077,220225_0105,test
